time,Muttonpulao_02_Ghrelin,Cholebhature_01_Ghrelin,Curdrice_01_Ghrelin,Lemonrice_01_Ghrelin,Pasta_01_Ghrelin,Masaladosa_01_Ghrelin,Vegetable_Biryani_01_Ghrelin,Rapid_starch_01_Ghrelin,Chickenbreast_01_Ghrelin,Rice_01_Ghrelin,Eggwhite_01_Ghrelin,Paneer_01_Ghrelin,Milk_Chocolate_01_Ghrelin,Peanuts_01_Ghrelin,Curd_01_Ghrelin,Glucose_01_Ghrelin,Biscuit_01_Ghrelin,Glucose_02_Ghrelin,Bread_Meal_01_100_Ghrelin,Chickensandwich_01_Ghrelin,Ghee_01_Ghrelin,Apple_Pineapplesalad_01_Ghrelin,Spinach_01_Ghrelin,Bread_meal_02_Ghrelin,Orange_01_Ghrelin,Omelette_01_Ghrelin,Muttonpulao_01_Ghrelin,Arabinose_01_Ghrelin
1.01,13.87826,13.7802,13.76799,13.8339,14.4624,14.04493,13.72523,14.49877,14.51895,14.47364,14.51899,14.06117,14.50468,14.47171,14.49441,10.02333,14.51899,10.02333,14.45975,14.02602,14.51899,13.91839,14.51365,14.45975,14.42581,14.03691,13.8339,10.40856
2.01,9.84148,9.46506,9.9924,10.18367,13.27948,10.71362,9.64776,13.593,14.51843,13.51411,14.51898,9.82812,14.15224,14.1961,14.36602,6.07184,14.50036,6.07184,13.20394,10.41883,14.51898,10.52382,14.47423,13.20394,13.9191,10.29466,10.18367,6.30523
3.01,5.9805,5.73954,6.14137,6.24119,11.60507,6.59014,5.86683,11.81741,14.51716,11.92731,14.51893,5.95684,13.07053,13.65309,14.05669,3.67814,14.41048,3.67814,11.42651,6.36198,14.51893,6.76174,14.36455,11.42651,13.06334,6.27582,6.24119,3.81952
4.01,3.62281,3.47684,3.72057,3.78084,9.73763,3.99228,3.55396,9.47009,14.5156,10.14251,14.51878,3.60847,11.18747,12.79026,13.41069,2.22811,14.23033,2.22811,9.35928,3.85392,14.51878,4.14335,14.13208,9.35928,12.06865,3.80172,3.78084,2.31375
5.01,2.19459,2.10617,2.25381,2.29032,7.80954,2.41841,2.15288,6.80583,14.51419,8.30168,14.51843,2.18591,8.82312,11.58968,12.32899,1.34972,13.95314,1.34972,7.2089,2.33459,14.51843,2.51474,13.72872,7.2089,11.03753,2.30297,2.29032,1.4016
6.01,1.32942,1.27585,1.36529,1.38741,5.98168,1.465,1.30415,4.46277,14.513,6.50977,14.5178,1.32416,6.45725,10.09993,10.82919,0.81762,13.56926,0.81762,5.24352,1.41422,14.5178,1.52387,13.13136,5.24352,10.01352,1.39507,1.38741,0.84905
7.01,0.80532,0.77287,0.82705,0.84045,4.39122,0.88745,0.79002,2.79232,14.51185,4.89262,14.5168,0.80214,4.4523,8.43752,9.0678,0.49529,13.07109,0.49529,3.64129,0.8567,14.5168,0.92319,12.3493,3.64129,9.03063,0.84509,0.84045,0.51433
8.01,0.48784,0.46818,0.501,0.50912,3.10977,0.53759,0.47857,1.72184,14.51049,3.54157,14.51537,0.48591,2.94143,6.75734,7.27154,0.30003,12.46486,0.30003,2.44184,0.51896,14.51537,0.55926,11.42044,2.44184,8.12188,0.51193,0.50912,0.31157
9.01,0.29552,0.28361,0.30349,0.30841,2.13802,0.32566,0.2899,1.05631,14.50872,2.48315,14.51345,0.29435,1.88862,5.2026,5.63247,0.18175,11.76457,0.18175,1.59541,0.31437,14.51345,0.33879,10.40153,1.59541,7.30924,0.31011,0.30841,0.18874
10.01,0.17902,0.1718,0.18385,0.18683,1.43482,0.19727,0.17561,0.64651,14.50641,1.69584,14.51099,0.17831,1.19056,3.86812,4.25587,0.1101,10.98558,0.1101,1.02254,0.19044,14.51099,0.20523,9.35672,1.02254,6.59975,0.18786,0.18683,0.11433
11.01,0.10844,0.10407,0.11137,0.11317,0.94408,0.1195,0.10638,0.3952,14.50344,1.13387,14.50793,0.10801,0.74172,2.79131,3.16885,0.06669,10.14237,0.06669,0.6461,0.11536,14.50793,0.12432,8.34611,0.6461,5.99094,0.1138,0.11317,0.06926
12.01,0.06569,0.06304,0.06746,0.06856,0.61155,0.07239,0.06444,0.24138,14.49976,0.74518,14.50421,0.06543,0.45856,1.96431,2.34792,0.0404,9.26138,0.0404,0.40394,0.06988,14.50421,0.07531,7.41525,0.40394,5.47556,0.06894,0.06856,0.04195
13.01,0.03979,0.03819,0.04087,0.04153,0.39126,0.04385,0.03904,0.14733,14.49527,0.48285,14.49977,0.03964,0.28207,1.35353,1.74636,0.02447,8.36782,0.02447,0.25051,0.04233,14.49977,0.04562,6.59034,0.25051,5.04481,0.04176,0.04153,0.02541
14.01,0.02411,0.02313,0.02476,0.02516,0.24783,0.02656,0.02365,0.08986,14.48992,0.30919,14.49453,0.02401,0.17291,0.91621,1.31455,0.01483,7.48081,0.01483,0.15439,0.02564,14.49453,0.02764,5.88107,0.15439,4.68867,0.0253,0.02516,0.0154
15.01,0.0146,0.01401,0.015,0.01524,0.15569,0.01609,0.01433,0.05479,14.48361,0.1961,14.48841,0.01454,0.10573,0.61079,1.00984,0.00898,6.61853,0.00898,0.09471,0.01553,14.48841,0.01674,5.28683,0.09471,4.3964,0.01532,0.01524,0.00933
16.01,0.00885,0.00849,0.00908,0.00923,0.09716,0.00975,0.00868,0.03339,14.47628,0.12345,14.48131,0.00881,0.06454,0.40178,0.79825,0.00544,5.79733,0.00544,0.05789,0.00941,14.48131,0.01014,4.80159,0.05789,4.15753,0.00928,0.00923,0.00565
17.01,0.00536,0.00514,0.0055,0.00559,0.06031,0.00591,0.00526,0.02034,14.46783,0.07728,14.47315,0.00534,0.03935,0.26118,0.65365,0.0033,5.028,0.0033,0.03529,0.0057,14.47315,0.00614,4.4158,0.03529,3.96309,0.00562,0.00559,0.00342
18.01,0.00325,0.00312,0.00333,0.00339,0.03728,0.00358,0.00318,0.01239,14.4582,0.04818,14.46384,0.00323,0.02397,0.16798,0.55621,0.002,4.316,0.002,0.02147,0.00345,14.46384,0.00372,4.1168,0.02147,3.80578,0.00341,0.00339,0.00207
19.01,0.00197,0.00189,0.00202,0.00205,0.02295,0.00217,0.00193,0.00754,14.44732,0.02995,14.45332,0.00196,0.01459,0.10702,0.49121,0.00121,3.66626,0.00121,0.01304,0.00209,14.45332,0.00226,3.89033,0.01304,3.67959,0.00206,0.00205,0.00126
20.01,0.00119,0.00114,0.00122,0.00124,0.01409,0.00131,0.00117,0.00459,14.43513,0.01858,14.44152,0.00119,0.00888,0.06759,0.44812,,3.08184,0.00073,0.00792,0.00127,14.44152,0.00137,3.72255,0.00792,3.57957,0.00125,0.00124,0.00076
21.01,0.00072,0.00069,0.00074,0.00075,0.00863,0.0008,0.00071,0.00279,14.4216,0.01151,14.42839,0.00072,0.0054,0.04237,0.4196,,2.56246,0.00044,0.0048,0.00077,14.42839,0.00083,3.60143,0.0048,3.50171,0.00076,0.00075,0.00046
22.01,0.00044,0.00042,0.00045,0.00046,0.00527,0.00048,0.00043,0.0017,14.40672,0.00712,14.41393,0.00044,0.00329,0.02638,0.40067,,2.10709,0.00027,0.00291,0.00046,14.41393,0.0005,3.51716,0.00291,3.44292,0.00046,0.00046,0.00028
23.01,0.00026,0.00025,0.00027,0.00028,0.00322,0.00029,0.00026,0.00103,14.3905,0.0044,14.39812,0.00026,0.002,0.01634,0.38803,,1.71445,0.00016,0.00176,0.00028,14.39812,0.0003,3.46212,0.00176,3.40104,0.00028,0.00028,0.00017
24.01,0.00016,0.00015,0.00016,0.00017,0.00196,0.00018,0.00016,0.00063,14.37295,0.00271,14.38099,0.00016,0.00122,0.01007,0.37948,,1.3812,0.0001,0.00107,0.00017,14.38099,0.00018,3.4304,0.00107,3.37448,0.00017,0.00017,0.0001
25.01,0.0001,9e-05,0.0001,0.0001,0.00119,0.00011,0.0001,0.00038,14.35413,0.00167,14.36257,0.0001,0.00074,0.00618,0.37364,,1.10188,6e-05,0.00065,0.0001,14.36257,0.00011,3.41746,0.00065,3.36206,0.0001,0.0001,6e-05
26.01,6e-05,6e-05,6e-05,6e-05,0.00073,6e-05,6e-05,0.00023,14.33409,0.00103,14.34293,6e-05,0.00045,0.00378,0.36961,,0.87033,4e-05,0.00039,6e-05,14.34293,7e-05,3.4198,0.00039,3.36303,6e-05,6e-05,4e-05
27.01,4e-05,3e-05,4e-05,4e-05,0.00044,4e-05,3e-05,0.00014,14.3129,0.00063,14.32212,4e-05,0.00028,0.00231,0.36683,,0.68036,2e-05,0.00024,4e-05,14.32212,4e-05,3.43475,0.00024,3.37728,4e-05,4e-05,2e-05
28.01,2e-05,2e-05,2e-05,2e-05,0.00027,2e-05,2e-05,9e-05,14.29062,0.00039,14.30021,2e-05,0.00017,0.00141,0.36503,,0.52594,1e-05,0.00014,2e-05,14.30021,3e-05,3.46032,0.00014,3.40511,2e-05,2e-05,1e-05
29.01,1e-05,1e-05,1e-05,1e-05,0.00016,1e-05,1e-05,5e-05,14.26733,0.00024,14.27727,1e-05,0.0001,0.00086,0.36401,,0.40168,1e-05,9e-05,1e-05,14.27727,2e-05,3.49504,9e-05,3.44617,1e-05,1e-05,1e-05
30.01,1e-05,1e-05,1e-05,1e-05,0.0001,1e-05,1e-05,3e-05,14.24308,0.00015,14.25336,1e-05,6e-05,0.00052,0.36368,,0.30291,0.0,5e-05,1e-05,14.25336,1e-05,3.53772,5e-05,3.49989,1e-05,1e-05,1e-05
31.01,0.0,0.0,0.0,1e-05,6e-05,1e-05,0.0,2e-05,14.21793,9e-05,14.22853,0.0,4e-05,0.00032,0.36397,,0.22537,0.0,3e-05,1e-05,14.22853,1e-05,3.58738,3e-05,3.56559,1e-05,1e-05,0.0
32.01,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,1e-05,14.19191,6e-05,14.20283,0.0,2e-05,0.00019,0.36485,,0.16545,0.0,2e-05,0.0,14.20283,0.0,3.64312,2e-05,3.64246,0.0,0.0,0.0
33.01,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1e-05,14.16506,3e-05,14.17629,0.0,2e-05,0.00012,0.3663,,0.11995,0.0,1e-05,0.0,14.17629,0.0,3.70423,1e-05,3.72953,0.0,0.0,0.0
34.01,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,14.1374,2e-05,14.14893,0.0,1e-05,7e-05,0.36831,,0.08601,0.0,1e-05,0.0,14.14893,0.0,3.77014,1e-05,3.82592,0.0,0.0,0.0
35.01,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,14.10893,1e-05,14.12077,0.0,1e-05,4e-05,0.37091,,0.06111,0.0,0.0,0.0,14.12077,0.0,3.84045,0.0,3.93045,0.0,0.0,0.0
36.01,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,14.07967,1e-05,14.09181,0.0,0.0,3e-05,0.37413,,0.04311,0.0,0.0,0.0,14.09181,0.0,3.91487,0.0,4.04169,0.0,0.0,0.0
37.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04962,1e-05,14.06205,0.0,0.0,2e-05,0.37796,,0.03027,0.0,0.0,0.0,14.06205,0.0,3.9931,0.0,4.15823,0.0,0.0,0.0
38.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01877,0.0,14.0315,0.0,0.0,1e-05,0.3824,,0.02122,0.0,0.0,0.0,14.0315,0.0,4.07481,0.0,4.27871,0.0,0.0,0.0
39.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98713,0.0,14.00015,0.0,0.0,1e-05,0.38744,,0.01489,0.0,0.0,0.0,14.00015,0.0,4.15963,0.0,4.4016,0.0,0.0,0.0
40.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95469,0.0,13.96799,0.0,0.0,0.0,0.39307,,0.0105,0.0,0.0,0.0,13.96799,0.0,4.24721,0.0,4.52553,0.0,0.0,0.0
41.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92144,0.0,13.93502,0.0,0.0,0.0,0.3993,,0.00747,0.0,0.0,0.0,13.93502,0.0,4.33729,0.0,4.64927,0.0,0.0,0.0
42.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88738,0.0,13.90124,0.0,0.0,0.0,0.40615,,0.00537,0.0,0.0,0.0,13.90124,0.0,4.42969,0.0,4.77156,0.0,0.0,0.0
43.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85251,0.0,13.86664,0.0,0.0,0.0,0.41363,,0.00393,0.0,0.0,0.0,13.86664,0.0,4.52425,0.0,4.89107,0.0,0.0,0.0
44.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81681,0.0,13.83122,0.0,0.0,0.0,0.42175,,0.00294,0.0,0.0,0.0,13.83122,0.0,4.62073,0.0,5.00681,0.0,0.0,1e-05
45.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.78029,0.0,13.79497,0.0,0.0,0.0,0.43053,,0.00226,0.0,0.0,0.0,13.79497,0.0,4.71886,0.0,5.11842,0.0,0.0,1e-05
46.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74294,0.0,13.75788,0.0,0.0,0.0,0.43996,,0.00179,0.0,0.0,0.0,13.75788,0.0,4.81831,0.0,5.22542,0.0,0.0,1e-05
47.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.70475,0.0,13.71995,0.0,0.0,0.0,0.45004,,0.00147,0.0,0.0,0.0,13.71995,0.0,4.9188,0.0,5.32742,0.0,0.0,2e-05
48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66573,0.0,13.68117,0.0,0.0,0.0,0.4608,,0.00125,,0.0,0.0,13.68117,0.0,5.02011,0.0,5.42404,0.0,0.0,2e-05
49.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62588,0.0,13.64156,0.0,0.0,0.0,0.47227,,0.0011,,0.0,0.0,13.64156,0.0,5.1221,0.0,5.5151,0.0,0.0,3e-05
50.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5852,0.0,13.60111,0.0,0.0,0.0,0.48447,,0.001,,0.0,0.0,13.60111,0.0,5.2246,0.0,5.60059,0.0,0.0,4e-05
51.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54369,1e-05,13.55984,0.0,0.0,0.0,0.4974,,0.00093,,0.0,0.0,13.55984,0.0,5.32738,0.0,5.6805,0.0,0.0,4e-05
52.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.50138,1e-05,13.51775,0.0,0.0,0.0,0.51106,,0.00089,,0.0,0.0,13.51775,0.0,5.43015,0.0,5.75496,0.0,0.0,3e-05
53.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45829,1e-05,13.47486,0.0,0.0,0.0,0.52545,,0.00087,,0.0,0.0,13.47486,0.0,5.53263,0.0,5.8243,0.0,0.0,2e-05
54.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41442,1e-05,13.43119,0.0,0.0,0.0,0.5406,,0.00085,,0.0,0.0,13.43119,1e-05,5.6346,0.0,5.88877,0.0,0.0,2e-05
55.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36981,1e-05,13.38676,0.0,0.0,0.0,0.55654,,0.00084,,0.0,0.0,13.38676,1e-05,5.73592,0.0,5.94852,0.0,0.0,2e-05
56.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32448,1e-05,13.3416,0.0,0.0,0.0,0.57329,,0.00083,,0.0,0.0,13.3416,1e-05,5.83647,0.0,6.00365,0.0,0.0,3e-05
57.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27847,1e-05,13.29575,0.0,0.0,0.0,0.59085,,0.00083,,0.0,0.0,13.29575,1e-05,5.93612,0.0,6.05442,0.0,0.0,4e-05
58.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23182,1e-05,13.24923,0.0,0.0,0.0,0.60925,,0.00082,,0.0,0.0,13.24923,1e-05,6.03464,0.0,6.10109,0.0,0.0,5e-05
59.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18457,1e-05,13.2021,0.0,0.0,0.0,0.62846,,0.00081,,0.0,0.0,13.2021,1e-05,6.13181,0.0,6.14381,0.0,0.0,8e-05
60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13677,1e-05,13.1544,0.0,0.0,0.0,0.6485,,0.00079,,0.0,0.0,13.1544,1e-05,6.22746,0.0,6.18282,0.0,0.0,0.00013
61.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08847,1e-05,13.10619,0.0,0.0,0.0,0.6694,,0.00077,,0.0,0.0,13.10619,1e-05,6.32146,0.0,6.21848,0.0,0.0,0.00022
62.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.03973,1e-05,13.05751,0.0,0.0,0.0,0.69123,,0.00074,,0.0,0.0,13.05751,1e-05,6.41378,0.0,6.25135,0.0,0.0,0.00037
63.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99061,1e-05,13.00843,0.0,0.0,0.0,0.71401,,0.00072,,0.0,0.0,13.00843,1e-05,6.50437,0.0,6.2816,0.0,0.0,0.0006
64.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94118,2e-05,12.95901,0.0,0.0,0.0,0.73776,,0.00069,,0.0,0.0,12.95901,2e-05,6.59313,0.0,6.30941,0.0,0.0,0.00096
65.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8915,2e-05,12.90932,0.0,0.0,0.0,0.76249,,0.00067,,0.0,0.0,12.90932,2e-05,6.67994,0.0,6.33501,0.0,0.0,0.0015
66.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84163,2e-05,12.85942,0.0,0.0,0.0,0.7882,,0.00064,,0.0,0.0,12.85942,2e-05,6.76471,0.0,6.35863,0.0,0.0,0.00233
67.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79166,2e-05,12.80939,0.0,0.0,0.0,0.81492,,0.00061,,0.0,0.0,12.80939,2e-05,6.84736,0.0,6.38052,0.0,0.0,0.00365
68.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74165,2e-05,12.7593,0.0,0.0,0.0,0.84269,,0.00058,,0.0,0.0,12.7593,3e-05,6.92788,0.0,6.40081,0.0,0.0,0.00575
69.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69167,2e-05,12.70921,0.0,0.0,0.0,0.87154,,0.00055,,0.0,0.0,12.70921,3e-05,7.00632,0.0,6.41963,0.0,0.0,0.00897
70.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6418,2e-05,12.65921,0.0,0.0,0.0,0.90151,,0.00052,,0.0,0.0,12.65921,3e-05,7.08271,0.0,6.4372,0.0,0.0,0.01372
71.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5908,2e-05,12.60804,0.0,0.0,0.0,0.9326,,0.00048,,0.0,0.0,12.60804,4e-05,7.15704,0.0,6.45369,0.0,0.0,0.00995
72.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3e-05,,0.0,0.0,0.0,0.96482,,0.00045,,0.0,0.0,,4e-05,7.22929,0.0,6.46924,0.0,0.0,0.00625
73.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3e-05,,0.0,0.0,0.0,0.99815,,0.00041,,0.0,0.0,,4e-05,7.29945,0.0,6.48391,0.0,0.0,0.00706
74.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3e-05,,0.0,0.0,0.0,1.03263,,0.00038,,0.0,0.0,,5e-05,7.36757,0.0,6.49788,0.0,0.0,0.0329
75.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3e-05,,0.0,0.0,0.0,1.0683,,0.00035,,0.0,0.0,,5e-05,7.43373,0.0,6.51129,0.0,0.0,0.16166
76.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4e-05,,0.0,0.0,0.0,1.10518,,0.00033,,0.0,0.0,,6e-05,7.49806,0.0,6.52422,0.0,0.0,0.50967
77.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4e-05,,0.0,0.0,0.0,1.14329,,0.0003,,0.0,0.0,,7e-05,7.56061,0.0,6.53678,0.0,0.0,1.08124
78.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4e-05,,0.0,0.0,0.0,1.18262,,0.00028,,0.0,0.0,,7e-05,7.62145,0.0,6.54914,0.0,0.0,2.60549
79.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4e-05,,0.0,0.0,0.0,1.2232,,0.00025,,0.0,0.0,,8e-05,7.68065,0.0,6.56162,0.0,0.0,4.19436
80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5e-05,,0.0,0.0,0.0,1.26505,,0.00021,,0.0,0.0,,9e-05,7.73828,0.0,6.57437,0.0,0.0,5.31618
81.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5e-05,,0.0,0.0,0.0,1.3082,,0.00014,,0.0,0.0,,0.0001,7.79446,0.0,6.58752,0.0,0.0,6.09361
82.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5e-05,,0.0,0.0,0.0,1.35271,,8e-05,,0.0,0.0,,0.00011,7.8493,0.0,6.60115,0.0,0.0,6.67262
83.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6e-05,,0.0,0.0,0.0,1.39859,,5e-05,,0.0,0.0,,0.00012,7.90296,0.0,6.61536,0.0,0.0,7.28193
84.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6e-05,,0.0,0.0,0.0,1.44586,,3e-05,,0.0,0.0,,0.00014,7.95553,0.0,6.63025,0.0,0.0,7.80397
85.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7e-05,,0.0,0.0,0.0,1.4945,,2e-05,,0.0,0.0,,0.00015,8.0071,0.0,6.64591,0.0,0.0,8.22595
86.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7e-05,,0.0,0.0,0.0,1.54451,,1e-05,,0.0,0.0,,0.00017,8.05775,0.0,6.66243,0.0,0.0,8.48769
87.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8e-05,,0.0,0.0,0.0,1.5959,,1e-05,,0.0,0.0,,0.00018,8.10757,0.0,6.6799,0.0,0.0,8.67993
88.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8e-05,,0.0,0.0,0.0,1.64872,,0.0,,0.0,0.0,,0.0002,8.1567,0.0,6.69838,0.0,0.0,9.06014
89.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9e-05,,0.0,0.0,0.0,1.70301,,0.0,,0.0,0.0,,0.00022,8.20528,0.0,6.71793,0.0,0.0,9.35652
90.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9e-05,,0.0,0.0,0.0,1.75875,,0.0,,0.0,0.0,,0.00025,8.25341,0.0,6.73853,0.0,0.0,9.71565
91.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,,0.0,0.0,0.0,1.81594,,0.0,,0.0,0.0,,0.00027,8.30116,0.0,6.76024,0.0,0.0,10.10367
92.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,,0.0,0.0,0.0,1.87453,,,,0.0,0.0,,0.0003,8.34861,0.0,6.78312,0.0,0.0,10.43033
93.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00011,,0.0,0.0,0.0,1.93451,,,,0.0,0.0,,0.00033,8.39585,0.0,6.80723,0.0,0.0,10.6605
94.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00011,,0.0,0.0,0.0,1.99589,,,,0.0,0.0,,0.00036,8.44298,0.0,6.83258,0.0,0.0,10.84602
95.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00012,,0.0,0.0,0.0,2.05873,,,,0.0,0.0,,0.00039,8.49009,0.0,6.85918,0.0,0.0,11.06039
96.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00012,,0.0,0.0,0.0,2.12307,,,,0.0,0.0,,0.00043,8.53729,0.0,6.8872,0.0,0.0,11.31147
97.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00013,,0.0,0.0,0.0,2.18891,,,,0.0,0.0,,0.00047,8.58465,0.0,6.91668,0.0,0.0,11.58547
98.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00014,,0.0,0.0,0.0,2.25623,,,,0.0,0.0,,0.00052,8.63222,0.0,6.94764,0.0,0.0,11.83275
99.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00014,,0.0,0.0,0.0,2.32499,,,,0.0,0.0,,0.00057,8.68006,0.0,6.98007,0.0,0.0,12.04525
100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00015,,0.0,0.0,0.0,2.39518,,,,0.0,0.0,,0.00062,8.72822,0.0,7.014,0.0,0.0,12.2465
101.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00016,,0.0,0.0,0.0,2.46684,,,,0.0,0.0,,0.00068,8.77677,0.0,7.04944,0.0,0.0,12.4483
102.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00016,,0.0,0.0,0.0,2.54,,,,0.0,0.0,,0.00074,8.82576,0.0,7.0864,0.0,0.0,12.64323
103.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00017,,0.0,0.0,0.0,2.61466,,,,0.0,0.0,,0.00081,8.87527,0.0,7.12489,0.0,0.0,12.8226
104.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00018,,0.0,0.0,0.0,2.69079,,,,0.0,0.0,,0.00088,8.92532,0.0,7.16489,0.0,0.0,12.98576
105.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00019,,0.0,0.0,0.0,2.76833,,,,0.0,0.0,,0.00096,8.97594,0.0,7.20639,0.0,0.0,13.13541
106.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00019,,0.0,0.0,0.0,2.84726,,,,0.0,0.0,,0.00105,9.02715,0.0,7.24938,0.0,0.0,13.27303
107.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0002,,0.0,0.0,0.0,2.92756,,,,0.0,0.0,,0.00114,9.07899,0.0,7.29384,0.0,0.0,13.39839
108.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00021,,0.0,0.0,0.0,3.00926,,,,0.0,0.0,,0.00124,9.13147,0.0,7.33974,0.0,0.0,13.51164
109.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00022,,0.0,0.0,0.0,3.09235,,,,0.0,0.0,,0.00135,9.18464,0.0,7.38706,0.0,0.0,13.61439
110.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00023,,0.0,0.0,0.0,3.17679,,,,0.0,0.0,,0.00147,9.2385,0.0,7.43579,0.0,0.0,13.70753
111.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00024,,0.0,0.0,0.0,3.26254,,,,0.0,0.0,,0.0016,9.29305,0.0,7.48588,0.0,0.0,13.79136
