time,Muttonpulao_02_PYY,Cholebhature_01_PYY,Curdrice_01_PYY,Lemonrice_01_PYY,Pasta_01_PYY,Masaladosa_01_PYY,Vegetable_Biryani_01_PYY,Rapid_starch_01_PYY,Chickenbreast_01_PYY,Rice_01_PYY,Eggwhite_01_PYY,Paneer_01_PYY,Milk_Chocolate_01_PYY,Peanuts_01_PYY,Curd_01_PYY,Glucose_01_PYY,Biscuit_01_PYY,Glucose_02_PYY,Bread_Meal_01_100_PYY,Chickensandwich_01_PYY,Ghee_01_PYY,Apple_Pineapplesalad_01_PYY,Spinach_01_PYY,Bread_meal_02_PYY,Orange_01_PYY,Omelette_01_PYY,Muttonpulao_01_PYY,Arabinose_01_PYY
213.01,37.76359,28.04238,18.31407,22.08252,21.58099,13.52805,23.86771,,,28.32327,,31.64672,37.95631,80.89195,3.57889,,,,22.07228,89.622,,16.41457,0.54598,37.85257,0.32778,21.69037,22.08252,0.04044
214.01,37.70093,27.97748,18.30272,22.05675,21.56736,13.53979,23.83764,,,28.02279,,31.64151,38.08655,79.04679,3.5242,,,,22.06188,89.18033,,16.30485,0.52688,37.84532,0.31873,21.69299,22.05675,0.04069
215.01,37.6381,27.91144,18.29116,22.03075,21.55361,13.55153,23.80734,,,27.72138,,31.63594,38.21697,77.24151,3.46984,,,,22.05127,88.74373,,16.19495,0.50843,37.8377,0.30996,21.69555,22.03075,0.04095
216.01,37.57508,27.84424,18.2794,22.00454,21.53973,13.56328,23.77682,,,27.41932,,31.63001,38.34753,75.47629,3.41585,,,,22.04043,88.31232,,16.08488,0.49062,37.82971,0.30145,21.69806,22.00454,0.0412
217.01,37.51187,27.77585,18.26744,21.97812,21.52572,13.57503,23.74609,,,27.11688,,31.62373,38.47822,73.75129,3.36222,,,,22.02938,87.88618,,15.97466,0.47344,37.82136,0.29319,21.70052,21.97812,0.04145
218.01,37.44847,27.70625,18.2553,21.9515,21.5116,13.58678,23.71515,,,26.81433,,31.61711,38.60899,72.06654,3.30897,,,,22.01813,87.46538,,15.86429,0.45685,37.81264,0.28518,21.70293,21.9515,0.0417
219.01,37.38487,27.63543,18.24298,21.92468,21.49736,13.59854,23.68399,,,26.51193,,31.61016,38.73981,70.42204,3.25611,,,,22.00668,87.04999,,15.75378,0.44085,37.80355,0.27741,21.7053,21.92468,0.04195
220.01,37.32105,27.56339,18.23049,21.89767,21.48301,13.61031,23.65263,,,26.20991,,31.6029,38.87064,68.81772,3.20366,,,,21.99505,86.64007,,15.64315,0.42542,37.79411,0.26988,21.70763,21.89767,0.0422
221.01,37.25703,27.49015,18.21784,21.87049,21.46854,13.62208,23.62107,,,25.90849,,31.59532,39.00145,67.25342,3.15163,,,,21.98324,86.23565,,15.53239,0.41054,37.78431,0.26257,21.70992,21.87049,0.04245
222.01,37.1928,27.41572,18.20503,21.84313,21.45396,13.63386,23.58932,,,25.60788,,31.58746,39.1322,65.72896,3.10001,,,,21.97127,85.83676,,15.42152,0.3962,37.77417,0.25549,21.71218,21.84313,0.04269
223.01,37.12836,27.34017,18.19209,21.81562,21.43927,13.64566,23.5574,,,25.30827,,31.5793,39.26286,64.24409,3.04883,,,,21.95913,85.44343,,15.31055,0.38238,37.76367,0.24863,21.71442,21.81562,0.04294
224.01,37.06372,27.26353,18.17901,21.78795,21.42448,13.65746,23.52529,,,25.00984,,31.57086,39.3934,62.79849,2.9981,,,,21.94684,85.05566,,15.19949,0.36906,37.75284,0.24197,21.71663,21.78795,0.04318
225.01,36.99886,27.18587,18.16581,21.76014,21.4096,13.66927,23.49302,,,24.71273,,31.56215,39.52377,61.39181,2.94782,,,,21.93441,84.67347,,15.08834,0.35623,37.74166,0.23552,21.71882,21.76014,0.04342
226.01,36.9338,27.10726,18.15251,21.7322,21.39463,13.6811,23.46059,,,24.4171,,31.55318,39.65394,60.02365,2.898,,,,21.92185,84.29684,,14.97713,0.34387,37.73015,0.22928,21.72098,21.7322,0.04367
227.01,36.86852,27.02777,18.13911,21.70414,21.37958,13.69294,23.42801,,,24.12307,,31.54396,39.78388,58.69359,2.84865,,,,21.90917,83.92577,,14.86584,0.33197,37.71832,0.22322,21.72313,21.70414,0.0439
228.01,36.80304,26.94749,18.12562,21.67598,21.36444,13.7048,23.39529,,,23.83076,,31.53452,39.91355,57.40114,2.79977,,,,21.89638,83.56021,,14.7545,0.32052,37.70617,0.21735,21.72526,21.67598,0.04414
229.01,36.73736,26.8665,18.11206,21.64772,21.34923,13.71667,23.36243,,,23.54027,,31.52484,40.0429,56.1458,2.75138,,,,21.88348,83.20013,,14.64312,0.30949,37.6937,0.21167,21.72739,21.64772,0.04437
230.01,36.67148,26.78488,18.09844,21.61937,21.33395,13.72855,23.32946,,,23.25171,,31.51494,40.17192,54.92704,2.70348,,,,21.8705,82.8455,,14.53169,0.29888,37.68093,0.20616,21.7295,21.61937,0.04461
231.01,36.60541,26.70272,18.08479,21.59095,21.31861,13.74046,23.29638,,,22.96515,,31.50483,40.30055,53.74428,2.65608,,,,21.85742,82.49627,,14.42024,0.28867,37.66785,0.20083,21.73161,21.59095,0.04483
232.01,36.53914,26.62008,18.07111,21.56247,21.30321,13.75238,23.2632,,,22.68067,,31.49452,40.42876,52.59693,2.60917,,,,21.84428,82.15236,,14.30877,0.27885,37.65447,0.19566,21.73372,21.56247,0.04506
233.01,36.47269,26.53705,18.05742,21.53395,21.28777,13.76432,23.22992,,,22.39834,,31.48403,40.55652,51.4844,2.56278,,,,21.83108,81.81373,,14.19728,0.2694,37.64081,0.19066,21.73582,21.53395,0.04528
234.01,36.40604,26.45368,18.04375,21.50538,21.27229,13.77628,23.19656,,,22.11823,,31.47335,40.68378,50.40604,2.51689,,,,21.81782,81.48028,,14.08579,0.26031,37.62686,0.18582,21.73792,21.50538,0.0455
235.01,36.33921,26.37007,18.03009,21.47679,21.25677,13.78826,23.16313,,,21.84039,,31.46251,40.81051,49.36122,2.47152,,,,21.80453,81.15192,,13.97431,0.25158,37.61264,0.18112,21.74002,21.47679,0.04571
236.01,36.27222,26.2863,18.01649,21.44819,21.24122,13.80025,23.12965,,,21.56488,,31.45151,40.93667,48.34929,2.42667,,,,21.79119,80.82857,,13.86284,0.24318,37.59815,0.17658,21.74212,21.44819,0.04592
237.01,36.20505,26.20244,18.00294,21.4196,21.22565,13.81227,23.09612,,,21.29174,,31.44036,41.06222,47.36958,2.38234,,,,21.77784,80.51013,,13.75139,0.2351,37.5834,0.17218,21.74423,21.4196,0.04612
238.01,36.13771,26.1186,17.98948,21.39101,21.21007,13.82431,23.06255,,,21.02103,,31.42906,41.18713,46.42142,2.33854,,,,21.76446,80.19647,,13.63998,0.22734,37.56839,0.16792,21.74634,21.39101,0.04632
239.01,36.07021,26.03488,17.97611,21.36245,21.19449,13.83637,23.02896,,,20.75278,,31.41763,41.31135,45.50413,2.29527,,,,21.75109,79.8875,,13.5286,0.21988,37.55313,0.1638,21.74845,21.36245,0.04651
240.01,36.00255,25.95137,17.96286,21.33392,21.17891,13.84846,22.99535,,,20.48705,,31.40608,41.43485,44.61702,2.25253,,,,21.73773,79.58307,,13.41727,0.21271,37.53764,0.15981,21.75057,21.33392,0.0467
241.01,35.93474,25.86821,17.94974,21.30545,21.16334,13.86057,22.96174,,,20.22386,,31.39442,41.55759,43.75943,2.21033,,,,21.72438,79.28305,,13.306,0.20582,37.52191,0.15595,21.7527,21.30545,0.04688
242.01,35.86678,25.78551,17.93677,21.27703,21.14779,13.87269,22.92813,,,19.96326,,31.38265,41.67953,42.93065,2.16866,,,,21.71106,78.98729,,13.19478,0.1992,37.50596,0.15221,21.75483,21.27703,0.04706
243.01,35.79868,25.7034,17.92396,21.24869,21.13226,13.88484,22.89455,,,19.70529,,31.37079,41.80063,42.13003,2.12752,,,,21.69777,78.69564,,13.08364,0.19285,37.48979,0.14859,21.75698,21.24869,0.04723
244.01,35.73045,25.622,17.91133,21.22043,21.11677,13.89701,22.861,,,19.44999,,31.35883,41.92086,41.35687,2.08692,,,,21.68453,78.40795,,12.97258,0.18674,37.47342,0.14509,21.75913,21.22043,0.04739
245.01,35.66209,25.54144,17.89889,21.19226,21.10132,13.90921,22.82749,,,19.19738,,31.34679,42.04017,40.61051,2.04686,,,,21.67133,78.12404,,12.8616,0.18088,37.45684,0.1417,21.76129,21.19226,0.04753
246.01,35.5936,25.46183,17.88667,21.1642,21.08592,13.92142,22.79403,,,18.9475,,31.33469,42.15852,39.89029,2.00734,,,,21.65821,77.84374,,12.75072,0.17524,37.44007,0.13843,21.76345,21.1642,0.04751
247.01,35.52499,25.38327,17.87466,21.13625,21.07057,13.93366,22.76062,,,18.7004,,31.32252,42.27589,39.19554,1.96836,,,,21.64515,77.56687,,12.63994,0.16984,37.42312,0.13525,21.76562,21.13625,0.04715
248.01,35.45626,25.3059,17.86289,21.10843,21.05529,13.94592,22.72729,,,18.4561,,31.3103,42.39221,38.52562,1.92991,,,,21.63217,77.29323,,12.52927,0.16464,37.40599,0.13218,21.76779,21.10843,0.04642
249.01,35.38743,25.22979,17.85135,21.08075,21.04008,13.9582,22.69405,,,18.21463,,31.29803,42.50747,37.87989,1.892,,,,21.61928,77.02262,,12.41871,0.15965,37.3887,0.12922,21.76997,21.08075,0.04537
250.01,35.31849,25.15504,17.84007,21.05321,21.02494,13.9705,22.6609,,,17.97604,,31.28571,42.62162,37.25771,1.85463,,,,21.60649,76.75485,,12.30828,0.15486,37.37125,0.12634,21.77216,21.05321,0.04408
251.01,35.24946,25.08174,17.82906,21.02583,21.0099,13.98282,22.62785,,,17.74034,,31.27337,42.73462,36.65848,1.81779,,,,21.59379,76.4897,,12.19797,0.15027,37.35364,0.12357,21.77434,21.02583,0.04268
252.01,35.18032,25.00995,17.81831,20.99861,20.99495,13.99516,22.59492,,,17.50757,,31.26099,42.84643,36.08158,1.78149,,,,21.58121,76.22694,,12.0878,0.14585,37.3359,0.12088,21.77653,20.99861,0.04125
253.01,35.11109,24.93973,17.80785,20.97156,20.9801,14.00752,22.5621,,,17.27775,,31.2486,42.95701,35.52641,1.74572,,,,21.56875,75.96636,,11.97777,0.14162,37.31802,0.11828,21.77872,20.97156,0.03996
254.01,35.04177,24.87114,17.79768,20.9447,20.96537,14.0199,22.52941,,,17.05092,,31.23621,43.06633,34.9924,1.71048,,,,21.55642,75.70771,,11.8679,0.13755,37.30002,0.11576,21.7809,20.9447,0.03886
255.01,34.97237,24.80423,17.78779,20.91803,20.95074,14.0323,22.49686,,,16.8271,,31.2238,43.17435,34.47897,1.67577,,,,21.54422,75.45075,,11.75817,0.13364,37.28191,0.11333,21.78308,20.91803,0.03794
256.01,34.90289,24.73905,17.77821,20.89156,20.93624,14.04471,22.46446,,,16.60632,,31.2114,43.28102,33.98557,1.64159,,,,21.53216,75.19521,,11.64861,0.12989,37.26369,0.11098,21.78526,20.89156,0.03719
257.01,34.83333,24.67562,17.76892,20.8653,20.92186,14.05714,22.43221,,,16.38859,,31.19901,43.38632,33.51165,1.60792,,,,21.52025,74.94083,,11.53922,0.1263,37.24537,0.10871,21.78744,20.8653,0.03657
258.01,34.7637,24.61397,17.75995,20.83925,20.90763,14.06958,22.40013,,,16.17394,,31.18662,43.4902,33.05668,1.57478,,,,21.50848,74.68735,,11.43001,0.12284,37.22697,0.10651,21.7896,20.83925,0.03607
259.01,34.69399,24.55411,17.75129,20.81341,20.89353,14.08205,22.36822,,,15.96239,,31.17426,43.59263,32.62014,1.54216,,,,21.49688,74.43449,,11.32097,0.11953,37.20848,0.10438,21.79175,20.81341,0.03567
260.01,34.6242,24.49605,17.74294,20.78781,20.87959,14.09453,22.33648,,,15.75394,,31.16193,43.69357,32.20152,1.51006,,,,21.48544,74.18198,,11.21213,0.11634,37.18994,0.10232,21.79389,20.78781,0.03535
261.01,34.55433,24.43981,17.73492,20.76244,20.86581,14.10702,22.30493,,,15.54863,,31.14963,43.79297,31.80034,1.47846,,,,21.47417,73.92952,,11.10348,0.11329,37.17133,0.10034,21.79601,20.76244,0.03511
262.01,34.48439,24.38539,17.7272,20.73731,20.85218,14.11953,22.27358,,,15.34644,,31.13737,43.89082,31.41611,1.44738,,,,21.46308,73.67685,,10.99503,0.11035,37.15267,0.09841,21.79811,20.73731,0.03493
263.01,34.41437,24.33279,17.71981,20.71243,20.83872,14.13206,22.24242,,,15.14739,,31.12515,43.98706,31.04838,1.4168,,,,21.45216,73.42367,,10.88678,0.10754,37.13397,0.09656,21.80019,20.71243,0.0348
264.01,34.34427,24.282,17.71275,20.6878,20.82544,14.1446,22.21147,,,14.95148,,31.11297,44.08167,30.69668,1.38672,,,,21.44143,73.1697,,10.77875,0.10483,37.11524,0.09476,21.80225,20.6878,0.03472
265.01,34.27409,24.23301,17.706,20.66343,20.81233,14.15716,22.18073,,,14.75869,,31.10085,44.1746,30.36057,1.35714,,,,21.43089,72.91463,,10.67094,0.10224,37.09649,0.09302,21.80429,20.66343,0.03468
266.01,34.20381,24.18579,17.69958,20.63932,20.79942,14.16973,22.1502,,,14.56902,,31.08879,44.26583,30.03963,1.32805,,,,21.42054,72.65816,,10.56336,0.09975,37.07773,0.09134,21.80629,20.63932,0.03467
267.01,34.13344,24.14033,17.69349,20.61548,20.78669,14.18231,22.11989,,,14.38246,,31.07679,44.35532,29.73344,1.29945,,,,21.41039,72.39998,,10.45601,0.09736,37.05896,0.08972,21.80826,20.61548,0.0347
268.01,34.06298,24.09662,17.68771,20.59191,20.77415,14.19491,22.08981,,,14.19901,,31.06486,44.44303,29.44159,1.27134,,,,21.40044,72.13979,,10.34889,0.09506,37.0402,0.08815,21.81019,20.59191,0.03474
269.01,33.99241,24.05463,17.68225,20.56861,20.76182,14.20752,22.05996,,,14.01866,,31.053,44.52893,29.16369,1.24371,,,,21.39068,71.87733,,10.24202,0.09284,37.02146,0.08664,21.81209,20.56861,0.03481
270.01,33.92175,24.01434,17.67712,20.5456,20.74969,14.22014,22.03035,,,13.84142,,31.04122,44.61299,28.89935,1.21656,,,,21.38114,71.61237,,10.1354,0.09035,37.00274,0.08517,21.81394,20.5456,0.0349
271.01,33.85097,23.97571,17.6723,20.52287,20.73777,14.23277,22.00097,,,13.66729,,31.02951,44.69517,28.64822,1.18988,,,,21.3718,71.34475,,10.02904,0.08723,36.98405,0.08376,21.81575,20.52287,0.035
272.01,33.78007,23.93871,17.66781,20.50042,20.72606,14.24541,21.97184,,,13.49628,,31.01789,44.77545,28.40991,1.16367,,,,21.36267,71.07434,,9.92294,0.08356,36.96541,0.08239,21.81751,20.50042,0.03512
273.01,33.70905,23.90331,17.66363,20.47826,20.71458,14.25806,21.94294,,,13.3284,,31.00635,44.85378,28.18408,1.13793,,,,21.35376,70.80106,,9.81711,0.07954,36.94682,0.08107,21.81921,20.47826,0.03525
274.01,33.6379,23.86947,17.65976,20.45639,20.70331,14.27071,21.9143,,,13.16366,,30.9949,44.93015,27.97039,1.11264,,,,21.34506,70.52487,,9.71155,0.07537,36.92828,0.07979,21.82086,20.45639,0.03538
275.01,33.56663,23.83718,17.6562,20.43481,20.69226,14.28337,21.88591,,,13.00205,,30.98355,45.00452,27.7685,1.08781,,,,21.33657,70.24575,,9.60628,0.07119,36.90982,0.07855,21.82245,20.43481,0.03553
276.01,33.49524,23.80638,17.65295,20.41354,20.68144,14.29604,21.85777,,,12.84358,,30.9723,45.07686,27.5781,1.06343,,,,21.3283,69.96368,,9.5013,0.06714,36.89144,0.07736,21.82398,20.41354,0.03569
277.01,33.42374,23.77704,17.65001,20.39256,20.67085,14.3087,21.8299,,,12.68822,,30.96114,45.14714,27.39885,1.03949,,,,21.32025,69.67866,,9.39661,0.06334,36.87313,0.07621,21.82545,20.39256,0.03585
278.01,33.35212,23.74913,17.64737,20.37187,20.66049,14.32137,21.80227,,,12.53597,,30.95008,45.21533,27.23047,1.01599,,,,21.31241,69.3907,,9.29222,0.05992,36.85492,0.07509,21.82684,20.37187,0.03602
279.01,33.2804,23.72259,17.64504,20.35149,20.65038,14.33404,21.77491,,,12.38682,,30.93912,45.28141,27.07264,0.99293,,,,21.3048,69.09983,,9.18814,0.05688,36.83681,0.07402,21.82816,20.35149,0.03619
280.01,33.20859,23.69741,17.643,20.33141,20.64049,14.34672,21.74781,,,12.24075,,30.92828,45.34535,26.92507,0.9703,,,,21.2974,68.8061,,9.08438,0.05417,36.81881,0.07298,21.8294,20.33141,0.03637
281.01,33.13672,23.67353,17.64125,20.31162,20.63085,14.35938,21.72096,,,12.09776,,30.91755,45.40712,26.78748,0.9481,,,,21.29022,68.50963,,8.98093,0.05177,36.80092,0.07197,21.83056,20.31162,0.03656
282.01,33.0648,23.65092,17.6398,20.29215,20.62144,14.37205,21.69439,,,11.95783,,30.90692,45.46669,26.65959,0.92632,,,,21.28326,68.21059,,8.87782,0.04964,36.78316,0.071,21.83163,20.29215,0.03674
283.01,32.99287,23.62954,17.63863,20.27298,20.61228,14.3847,21.66807,,,11.82094,,30.89641,45.52405,26.54112,0.90495,,,,21.27651,67.90919,,8.77503,0.04775,36.76552,0.07006,21.83262,20.27298,0.03693
284.01,32.92096,23.60936,17.63775,20.25411,20.60336,14.39735,21.64202,,,11.68708,,30.88601,45.57917,26.43182,0.88399,,,,21.26998,67.60564,,8.67258,0.04607,36.74802,0.06916,21.83351,20.25411,0.03713
285.01,32.84909,23.59033,17.63715,20.23554,20.59469,14.41,21.61623,,,11.55621,,30.87573,45.63203,26.33142,0.86344,,,,21.26365,67.30017,,8.57048,0.04459,36.73067,0.06828,21.83431,20.23554,0.03733
286.01,32.7773,23.57242,17.63683,20.21728,20.58626,14.42263,21.59069,,,11.42833,,30.86557,45.68259,26.23966,0.84329,,,,21.25754,66.99297,,8.46874,0.04327,36.71346,0.06743,21.83501,20.21728,0.03753
287.01,32.70562,23.55559,17.63678,20.19932,20.57808,14.43525,21.56542,,,11.30339,,30.85553,45.73085,26.1563,0.82354,,,,21.25164,66.68416,,8.36734,0.04211,36.69641,0.06662,21.8356,20.19932,0.03773
288.01,32.63408,23.5398,17.637,20.18166,20.57014,14.44786,21.54041,,,11.18138,,30.84562,45.77678,26.08108,0.80418,,,,21.24595,66.37385,,8.26632,0.04108,36.67952,0.06583,21.83608,20.18166,0.03793
289.01,32.56274,23.52501,17.63748,20.16431,20.56244,14.46045,21.51566,,,11.06225,,30.83583,45.82037,26.01378,0.7852,,,,21.24046,66.06208,,8.16566,0.04017,36.6628,0.06507,21.83646,20.16431,0.03814
290.01,32.49161,23.51121,17.63823,20.14726,20.55499,14.47302,21.49116,,,10.94597,,30.82616,45.86159,25.95415,0.76661,,,,21.23516,65.74888,,8.06539,0.03937,36.64625,0.06433,21.83672,20.14726,0.03835
291.01,32.42074,23.49834,17.63923,20.13051,20.54778,14.48557,21.46691,,,10.83251,,30.81661,45.90042,25.90196,0.74839,,,,21.23006,65.43425,,7.9655,0.03866,36.62987,0.06362,21.83686,20.13051,0.03856
292.01,32.35014,23.48637,17.64049,20.11406,20.54082,14.49811,21.44292,,,10.72181,,30.80719,45.93685,25.85699,0.73054,,,,21.22516,65.11826,,7.86599,0.03804,36.61368,0.06293,21.83688,20.11406,0.03877
293.01,32.27985,23.47527,17.642,20.09791,20.5341,14.51062,21.41917,,,10.61384,,30.7979,45.97087,25.81901,0.71305,,,,21.22045,64.801,,7.76689,0.03749,36.59768,0.06227,21.83677,20.09791,0.03899
294.01,32.20991,23.46501,17.64376,20.08205,20.52762,14.52311,21.39566,,,10.50855,,30.78874,46.00245,25.7878,0.69593,,,,21.21592,64.48259,,7.66819,0.03702,36.58187,0.06163,21.83653,20.08205,0.03921
295.01,32.14036,23.45555,17.64575,20.06649,20.52137,14.53557,21.3724,,,10.40591,,30.77971,46.03158,25.76314,0.67916,,,,21.21157,64.16321,,7.5699,0.0366,36.56625,0.06101,21.83616,20.06649,0.03943
296.01,32.07123,23.44687,17.64798,20.05123,20.51536,14.548,21.34938,,,10.30585,,30.77081,46.05826,25.74482,0.66275,,,,21.20739,63.843,,7.47203,0.03624,36.55084,0.06041,21.83565,20.05123,0.03964
297.01,32.00257,23.43894,17.65045,20.03627,20.50959,14.5604,21.32659,,,10.20834,,30.76203,46.08246,25.73263,0.64667,,,,21.20338,63.52206,,7.37459,0.03593,36.53564,0.05983,21.835,20.03627,0.03987
298.01,31.93441,23.43172,17.65315,20.02159,20.50404,14.57278,21.30403,,,10.11333,,30.75339,46.10418,25.72636,0.63094,,,,21.19954,63.20043,,7.27757,0.03566,36.52064,0.05927,21.83421,20.02159,0.04009
299.01,31.8668,23.42519,17.65607,20.0072,20.49873,14.58512,21.28169,,,10.02075,,30.74488,46.12341,25.7258,0.61555,,,,21.19586,62.87804,,7.181,0.03542,36.50585,0.05874,21.83326,20.0072,0.04031
300.01,31.7998,23.41931,17.65921,19.99311,20.49364,14.59742,21.25958,,,9.93058,,30.7365,46.14013,25.73076,0.60048,,,,21.19234,62.55477,,7.08487,0.03523,36.49129,0.0582,21.83217,19.99311,0.04054
301.01,31.73345,23.41407,17.66257,19.9793,20.48878,14.60969,21.23768,,,9.84274,,30.72826,46.15434,25.74103,0.58574,,,,21.18896,62.23042,,6.98919,0.03506,36.47694,0.05748,21.83092,19.9793,0.04076
302.01,31.66782,23.40944,17.66613,19.96577,20.48412,14.62192,21.216,,,9.75721,,30.72015,46.16603,25.75641,0.57132,,,,21.18572,61.90485,,6.89398,0.03493,36.46282,0.05644,21.82951,19.96577,0.04099
303.01,31.60294,23.4054,17.66991,19.95253,20.47969,14.63411,21.19452,,,9.67392,,30.71217,46.17519,25.77671,0.55722,,,,21.18261,61.57796,,6.79923,0.03481,36.44893,0.05507,21.82794,19.95253,0.04122
304.01,31.53888,23.40192,17.67389,19.93957,20.47546,14.64626,21.17326,,,9.59283,,30.70432,46.18182,25.80173,0.54327,,,,21.17963,61.2498,,6.70495,0.03472,36.43527,0.05346,21.82621,19.93957,0.04145
305.01,31.47567,23.39897,17.67806,19.92689,20.47145,14.65837,21.1522,,,9.51387,,30.6966,46.18592,25.83128,0.52697,,,,21.17677,60.92049,,6.61116,0.03466,36.42183,0.05167,21.82431,19.92689,0.04168
306.01,31.41337,23.39654,17.68243,19.91448,20.46763,14.67043,21.13135,,,9.43701,,30.68902,46.18747,25.86518,0.50603,,,,21.17402,60.59019,,6.51785,0.0346,36.40864,0.04979,21.82223,19.91448,0.0419
307.01,31.35203,23.39459,17.68699,19.90235,20.46401,14.68245,21.11071,,,9.36218,,30.68157,46.18648,25.90323,0.48101,,,,21.17138,60.25901,,6.42504,0.03457,36.39568,0.04791,21.81998,19.90235,0.04213
308.01,31.29168,23.39312,17.69174,19.89049,20.46057,14.69442,21.09028,,,9.28935,,30.67425,46.18294,25.94525,0.45334,,,,21.16884,59.92697,,6.33274,0.03455,36.38296,0.04614,21.81755,19.89049,0.04236
309.01,31.23238,23.39211,17.69666,19.8789,20.45732,14.70633,21.07007,,,9.21847,,30.66707,46.17685,25.99106,0.42438,,,,21.16638,59.59399,,6.24094,0.03455,36.37049,0.04459,21.81494,19.8789,0.04259
310.01,31.17414,23.39153,17.70176,19.86758,20.45425,14.7182,21.05009,,,9.14947,,30.66001,46.16822,26.04047,0.39523,,,,21.16401,59.25998,,6.14967,0.03455,36.35826,0.04325,21.81215,19.86758,0.04282
311.01,31.11702,23.39136,17.70703,19.85652,20.45136,14.73001,21.03033,,,9.08231,,30.65308,46.15704,26.09331,0.36673,,,,21.1617,58.92504,,6.05892,0.03457,36.34627,0.0421,21.80917,19.85652,0.04305
312.01,31.06102,23.39159,17.71247,19.84572,20.44863,14.74177,21.0108,,,9.01694,,30.64629,46.14332,26.14939,0.33978,,,,21.15947,58.58964,,5.96871,0.0346,36.33453,0.0411,21.80599,19.84572,0.04327
313.01,31.00618,23.39219,17.71808,19.83518,20.44607,14.75348,20.99153,,,8.95331,,30.63962,46.12705,26.20854,0.31501,,,,21.15728,58.2547,,5.87904,0.03464,36.32304,0.04026,21.80262,19.83518,0.0435
314.01,30.95252,23.39316,17.72383,19.82489,20.44365,14.76512,20.97251,,,8.89137,,30.63309,46.10825,26.27058,0.29246,,,,21.15515,57.92158,,5.78992,0.03469,36.3118,0.03953,21.79906,19.82489,0.04372
315.01,30.90007,23.39448,17.72974,19.81486,20.44138,14.77671,20.95375,,,8.83107,,30.62669,46.08691,26.33535,0.27195,,,,21.15304,57.59189,,5.70135,0.03474,36.30082,0.03892,21.79529,19.81486,0.04394
316.01,30.84883,23.39613,17.7358,19.80509,20.43925,14.78824,20.93528,,,8.77237,,30.62041,46.06304,26.40267,0.2533,,,,21.15097,57.26728,,5.61335,0.0348,36.29008,0.0384,21.79133,19.80509,0.04416
317.01,30.79883,23.3981,17.74201,19.79556,20.43725,14.7997,20.91709,,,8.71522,,30.61426,46.03665,26.47238,0.23633,,,,21.1489,56.94929,,5.52592,0.03487,36.2796,0.03796,21.78715,19.79556,0.04438
318.01,30.75006,23.40037,17.74835,19.78628,20.43538,14.8111,20.89921,,,8.65957,,30.60823,46.00774,26.5443,0.2209,,,,21.14685,56.63925,,5.43908,0.03495,36.26936,0.0376,21.78277,19.78628,0.04459
319.01,30.70253,23.40293,17.75483,19.77723,20.43362,14.82244,20.88163,,,8.60536,,30.60234,45.97632,26.61827,0.20684,,,,21.14479,56.33823,,5.35282,0.03503,36.25939,0.03729,21.77818,19.77723,0.04481
320.01,30.65625,23.40576,17.76144,19.76843,20.43197,14.83371,20.86438,,,8.55257,,30.59657,45.94241,26.69413,0.19404,,,,21.14272,56.04708,,5.26716,0.03511,36.24967,0.03705,21.77338,19.76843,0.04501
321.01,30.61123,23.40886,17.76817,19.75987,20.43041,14.84491,20.84747,,,8.50113,,30.59093,45.906,26.77171,0.18237,,,,21.14062,55.76642,,5.1821,0.0352,36.2402,0.03685,21.76835,19.75987,0.04522
322.01,30.56745,23.41222,17.77503,19.75154,20.42895,14.85604,20.8309,,,8.45101,,30.58541,45.86711,26.85087,0.17172,,,,21.13847,55.49671,,5.09766,0.03529,36.23099,0.0367,21.76311,19.75154,0.04542
323.01,30.52494,23.41582,17.782,19.74345,20.42756,14.86709,20.8147,,,8.40216,,30.58001,45.82575,26.93143,0.16201,,,,21.13628,55.23824,,5.01383,0.03539,36.22204,0.03658,21.75765,19.74345,0.04562
324.01,30.48366,23.41965,17.78908,19.73558,20.42625,14.87808,20.79888,,,8.35454,,30.57474,45.78193,27.01325,0.15313,,,,21.13402,54.99117,,4.93063,0.03549,36.21334,0.03649,21.75197,19.73558,0.04581
325.01,30.44362,23.4237,17.79628,19.72794,20.42501,14.88899,20.78344,,,8.30809,,30.56958,45.73567,27.09618,0.14502,,,,21.13168,54.75556,,4.84807,0.0356,36.20489,0.03644,21.74606,19.72794,0.046
326.01,30.40481,23.42796,17.80358,19.72052,20.42381,14.89983,20.76839,,,8.26279,,30.56455,45.68698,27.18006,0.1376,,,,21.12925,54.53139,,4.76615,0.03571,36.1967,0.0364,21.73992,19.72052,0.04618
327.01,30.36721,23.43242,17.81097,19.71332,20.42266,14.91058,20.75375,,,8.21858,,30.55965,45.63587,27.26474,0.1308,,,,21.12673,54.31853,,4.68488,0.03582,36.18877,0.03639,21.73355,19.71332,0.04636
328.01,30.33082,23.43708,17.81846,19.70634,20.42153,14.92126,20.73954,,,8.17542,,30.55486,45.58235,27.35008,0.12457,,,,21.1241,54.11684,,4.60427,0.03593,36.18109,0.0364,21.72695,19.70634,0.04653
329.01,30.29564,23.44192,17.82604,19.69958,20.42043,14.93186,20.72575,,,8.13328,,30.55019,45.52645,27.43594,0.11886,,,,21.12137,53.9261,,4.52433,0.03604,36.17367,0.03643,21.72012,19.69958,0.0467
