time,Muttonpulao_02_PYY,Cholebhature_01_PYY,Curdrice_01_PYY,Lemonrice_01_PYY,Pasta_01_PYY,Masaladosa_01_PYY,Vegetable_Biryani_01_PYY,Rapid_starch_01_PYY,Chickenbreast_01_PYY,Rice_01_PYY,Eggwhite_01_PYY,Paneer_01_PYY,Milk_Chocolate_01_PYY,Peanuts_01_PYY,Curd_01_PYY,Glucose_01_PYY,Biscuit_01_PYY,Glucose_02_PYY,Bread_Meal_01_100_PYY,Chickensandwich_01_PYY,Ghee_01_PYY,Apple_Pineapplesalad_01_PYY,Spinach_01_PYY,Bread_meal_02_PYY,Orange_01_PYY,Omelette_01_PYY,Muttonpulao_01_PYY,Arabinose_01_PYY
447.01,29.92976,24.42087,18.30403,19.83319,17.80302,13.80454,21.15736,,,3.46392,,30.58255,28.88631,23.99417,0.02982,,,,17.62651,48.985,,0.20253,0.03807,36.62916,0.03831,19.02189,19.83319,0.0347
448.01,29.9361,24.43032,18.29777,19.8385,17.7387,13.73491,21.16872,,,3.41207,,30.58586,28.71584,23.85348,0.02993,,,,17.55328,48.91684,,0.19704,0.03714,36.63803,0.0385,18.98309,19.8385,0.03484
449.01,29.94246,24.43978,18.29126,19.8438,17.67358,13.66375,21.1801,,,3.36038,,30.58919,28.54558,23.71217,0.03004,,,,17.47933,48.84804,,0.19175,0.03609,36.64683,0.0387,18.94404,19.8438,0.03498
450.01,29.94883,24.44925,18.28449,19.8491,17.60765,13.59106,21.19152,,,3.30885,,30.59254,28.37554,23.57028,0.03014,,,,17.40467,48.77862,,0.18663,0.03499,36.65555,0.0389,18.90475,19.8491,0.03514
451.01,29.9552,24.45872,18.27748,19.85438,17.54092,13.5168,21.20297,,,3.2575,,30.59592,28.20574,23.42783,0.03025,,,,17.3293,48.70858,,0.1817,0.03396,36.66421,0.03909,18.86521,19.85438,0.0353
452.01,29.96159,24.46821,18.27021,19.85965,17.47341,13.44095,21.21445,,,3.20636,,30.59932,28.03618,23.28485,0.03036,,,,17.25324,48.63795,,0.17693,0.03307,36.67278,0.03929,18.82543,19.85965,0.03547
453.01,29.96799,24.4777,18.26269,19.86492,17.40511,13.36346,21.22595,,,3.15543,,30.60274,27.86688,23.14138,0.03046,,,,17.1765,48.56675,,0.17233,0.03234,36.68127,0.03948,18.78542,19.86492,0.03564
454.01,29.9744,24.48721,18.25492,19.87016,17.33604,13.28428,21.23749,,,3.10472,,30.60618,27.69784,22.99743,0.03057,,,,17.09908,48.49499,,0.16789,0.03175,36.68966,0.03967,18.74516,19.87016,0.03582
455.01,29.98082,24.49672,18.24689,19.87539,17.2662,13.20336,21.24905,,,3.05427,,30.60964,27.52908,22.85306,0.03067,,,,17.02099,48.4227,,0.1636,0.03127,36.69796,0.03987,18.70466,19.87539,0.036
456.01,29.98725,24.50624,18.23861,19.8806,17.19561,13.12066,21.26064,,,3.00407,,30.61311,27.3606,22.70827,0.03078,,,,16.94225,48.3499,,0.15946,0.0309,36.70616,0.04006,18.66393,19.8806,0.03619
457.01,29.99369,24.51577,18.23007,19.88579,17.12427,13.03615,21.27224,,,2.95415,,30.6166,27.1924,22.5631,0.03088,,,,16.86287,48.2766,,0.15547,0.0306,36.71425,0.04025,18.62296,19.88579,0.03638
458.01,30.00013,24.52531,18.22127,19.89095,17.05219,12.94982,21.28387,,,2.90452,,30.62012,27.02451,22.41758,0.03099,,,,16.78286,48.20283,,0.15161,0.03038,36.72223,0.04043,18.58175,19.89095,0.03657
459.01,30.00658,24.53486,18.21221,19.8961,16.97938,12.8617,21.29552,,,2.85519,,30.62365,26.85692,22.27173,0.03109,,,,16.70223,48.1286,,0.14788,0.03022,36.7301,0.04062,18.5403,19.8961,0.03677
460.01,30.01304,24.54441,18.2029,19.90121,16.90585,12.7718,21.30719,,,2.80617,,30.62719,26.68965,22.12558,0.0312,,,,16.62098,48.05393,,0.14428,0.03011,36.73784,0.0408,18.49862,19.90121,0.03697
461.01,30.01951,24.55398,18.19333,19.9063,16.8316,12.68018,21.31888,,,2.75748,,30.63076,26.5227,21.97916,0.0313,,,,16.53914,47.97884,,0.1408,0.03004,36.74545,0.04098,18.45671,19.9063,0.03717
462.01,30.02598,24.56355,18.18349,19.91136,16.75666,12.58688,21.33059,,,2.70914,,30.63433,26.35608,21.83248,0.0314,,,,16.45672,47.90336,,0.13745,0.03001,36.75294,0.04116,18.41456,19.91136,0.03737
463.01,30.03246,24.57313,18.1734,19.91639,16.68103,12.49192,21.34231,,,2.66115,,30.63792,26.1898,21.68558,0.0315,,,,16.37372,47.8275,,0.1342,0.03001,36.76028,0.04134,18.37218,19.91639,0.03758
464.01,30.03894,24.58271,18.16304,19.92139,16.60472,12.39534,21.35405,,,2.61353,,30.64153,26.02386,21.53848,0.0316,,,,16.29016,47.75129,,0.13107,0.03004,36.76748,0.04151,18.32956,19.92139,0.03779
465.01,30.04543,24.5923,18.15243,19.92635,16.52774,12.29717,21.3658,,,2.56629,,30.64515,25.85827,21.39121,0.0317,,,,16.20605,47.67473,,0.12804,0.03009,36.77454,0.04168,18.28672,19.92635,0.038
466.01,30.05192,24.6019,18.14155,19.93127,16.45011,12.19747,21.37756,,,2.51944,,30.64878,25.69304,21.24377,0.0318,,,,16.1214,47.59786,,0.12512,0.03016,36.78144,0.04184,18.24364,19.93127,0.03821
467.01,30.05841,24.61151,18.1304,19.93616,16.37183,12.09634,21.38934,,,2.473,,30.65243,25.52817,21.09621,0.03189,,,,16.03623,47.52068,,0.12229,0.03024,36.78818,0.042,18.20034,19.93616,0.03843
468.01,30.06491,24.62113,18.119,19.941,16.29291,11.99395,21.40112,,,2.42696,,30.65608,25.36368,20.94854,0.03199,,,,15.95055,47.44323,,0.11954,0.03034,36.79476,0.04216,18.15681,19.941,0.03864
469.01,30.07142,24.63075,18.10733,19.94581,16.21337,11.89059,21.41292,,,2.38136,,30.65975,25.19955,20.80077,0.03208,,,,15.86437,47.36551,,0.11642,0.03045,36.80117,0.04231,18.11305,19.94581,0.03886
470.01,30.07792,24.64038,18.09539,19.95056,16.13323,11.78664,21.42472,,,2.33618,,30.66342,25.03581,20.65294,0.03218,,,,15.7777,47.28755,,0.1125,0.03057,36.80741,0.04246,18.06906,19.95056,0.03908
471.01,30.08443,24.65002,18.0832,19.95528,16.05248,11.68258,21.43652,,,2.29145,,30.66711,24.87245,20.50507,0.03227,,,,15.69057,47.20937,,0.10784,0.0307,36.81346,0.04261,18.02485,19.95528,0.0393
472.01,30.09094,24.65966,18.07073,19.95995,15.97115,11.57896,21.44834,,,2.24718,,30.67081,24.70949,20.35716,0.03236,,,,15.60297,47.13099,,0.10268,0.03083,36.81933,0.04274,17.98041,19.95995,0.03952
473.01,30.09745,24.66931,18.058,19.96457,15.88925,11.4764,21.46016,,,2.20337,,30.67451,24.54691,20.20925,0.03244,,,,15.51493,47.05241,,0.09721,0.03097,36.82501,0.04288,17.93575,19.96457,0.03975
474.01,30.10397,24.67897,18.045,19.96914,15.80678,11.37552,21.47198,,,2.16003,,30.67823,24.38474,20.06135,0.03253,,,,15.42646,46.97367,,0.09165,0.03111,36.8305,0.043,17.89087,19.96914,0.03997
475.01,30.11049,24.68863,18.03174,19.97366,15.72377,11.2769,21.48381,,,2.11717,,30.68195,24.22298,19.91347,0.03261,,,,15.33756,46.89478,,0.08613,0.03126,36.83578,0.04301,17.84576,19.97366,0.0402
476.01,30.117,24.6983,18.01821,19.97812,15.64023,11.18111,21.49565,,,2.0748,,30.68568,24.06162,19.76565,0.03269,,,,15.24827,46.81575,,0.08089,0.03141,36.84085,0.04276,17.80043,19.97812,0.04042
477.01,30.12352,24.70798,18.00441,19.98253,15.55616,11.08862,21.50748,,,2.03292,,30.68941,23.90068,19.61789,0.03277,,,,15.15858,46.73661,,0.0761,0.03157,36.84572,0.04217,17.75488,19.98253,0.04065
478.01,30.13004,24.71766,17.99034,19.98689,15.47159,10.99984,21.51932,,,1.99155,,30.69315,23.74015,19.47021,0.03285,,,,15.06852,46.65738,,0.07178,0.03172,36.85036,0.0413,17.7091,19.98689,0.04088
479.01,30.13656,24.72735,17.97601,19.99118,15.38652,10.9151,21.53115,,,1.95069,,30.69689,23.58004,19.32263,0.03286,,,,14.97809,46.57806,,0.06789,0.03188,36.85479,0.04021,17.66311,19.99118,0.04111
480.01,30.14307,24.73704,17.9614,19.99542,15.30097,10.83466,21.54299,,,1.91034,,30.70064,23.42036,19.17516,0.03269,,,,14.88731,46.49868,,0.06438,0.03205,36.85898,0.039,17.6169,19.99542,0.04134
481.01,30.1496,24.74674,17.94653,19.9996,15.21495,10.75868,21.55482,,,1.87051,,30.7044,23.2611,19.02783,0.03231,,,,14.79619,46.41926,,0.06123,0.03221,36.86294,0.03776,17.57047,19.9996,0.04157
482.01,30.15612,24.75645,17.93139,20.00371,15.12848,10.68729,21.56666,,,1.83121,,30.70815,23.10227,18.88063,0.03174,,,,14.70476,46.3398,,0.05838,0.03237,36.86666,0.03661,17.52383,20.00371,0.04179
483.01,30.16263,24.76616,17.91598,20.00777,15.04157,10.62054,21.57849,,,1.79244,,30.71191,22.94387,18.7336,0.03103,,,,14.61301,46.26033,,0.05582,0.03254,36.87014,0.03563,17.47697,20.00777,0.04202
484.01,30.16915,24.77587,17.9003,20.01175,14.95423,10.55844,21.59031,,,1.7542,,30.71567,22.7859,18.58674,0.03024,,,,14.52097,46.18087,,0.05351,0.03271,36.87336,0.03481,17.42989,20.01175,0.04225
485.01,30.17566,24.78559,17.88434,20.01567,14.86648,10.50095,21.60214,,,1.71651,,30.71944,22.62837,18.44007,0.02943,,,,14.42865,46.10142,,0.05142,0.03287,36.87633,0.03415,17.3826,20.01567,0.04248
486.01,30.18218,24.79531,17.86812,20.01952,14.77833,10.44799,21.61395,,,1.67936,,30.7232,22.47128,18.2936,0.02866,,,,14.33607,46.022,,0.04953,0.03304,36.87904,0.03361,17.33509,20.01952,0.04271
487.01,30.18869,24.80504,17.85163,20.02331,14.6898,10.39945,21.62576,,,1.64276,,30.72696,22.31463,18.14734,0.02801,,,,14.24323,45.94263,,0.04783,0.03321,36.88149,0.03317,17.28737,20.02331,0.04293
488.01,30.19521,24.81477,17.83487,20.02702,14.6009,10.35522,21.63757,,,1.60671,,30.73073,22.15842,18.00131,0.02748,,,,14.15015,45.86332,,0.04629,0.03338,36.88366,0.03283,17.23944,20.02702,0.04315
489.01,30.20172,24.82451,17.81783,20.03066,14.51165,10.31515,21.64936,,,1.57121,,30.73449,22.00265,17.85552,0.02707,,,,14.05684,45.78409,,0.0449,0.03356,36.88555,0.03257,17.1913,20.03066,0.04338
490.01,30.20823,24.83425,17.80053,20.03422,14.42205,10.27907,21.66115,,,1.53626,,30.73825,21.84733,17.70998,0.02675,,,,13.96333,45.70495,,0.04364,0.03373,36.88716,0.03237,17.14295,20.03422,0.0436
491.01,30.21474,24.844,17.78295,20.03771,14.33213,10.2468,21.67293,,,1.50188,,30.74201,21.69245,17.5647,0.0265,,,,13.86961,45.62591,,0.0425,0.0339,36.88849,0.03223,17.09439,20.03771,0.04381
492.01,30.22124,24.85374,17.7651,20.04112,14.24189,10.21818,21.68469,,,1.46805,,30.74576,21.53801,17.41969,0.02632,,,,13.77571,45.54699,,0.04146,0.03408,36.88952,0.03213,17.04561,20.04112,0.04403
493.01,30.22774,24.86349,17.74698,20.04446,14.15135,10.19302,21.69645,,,1.43477,,30.74952,21.38402,17.27496,0.0262,,,,13.68164,45.4682,,0.04052,0.03425,36.89025,0.03208,16.99664,20.04446,0.04424
494.01,30.23425,24.87325,17.72858,20.04771,14.06053,10.17112,21.7082,,,1.40206,,30.75327,21.23048,17.13053,0.02612,,,,13.58741,45.38955,,0.03967,0.03443,36.89069,0.03206,16.94745,20.04771,0.04445
495.01,30.24075,24.88301,17.70992,20.05089,13.96944,10.15231,21.71993,,,1.36991,,30.75702,21.07738,16.9864,0.02608,,,,13.49304,45.31105,,0.03889,0.0346,36.89081,0.03207,16.89806,20.05089,0.04466
496.01,30.24725,24.89277,17.69098,20.05398,13.87808,10.13639,21.73165,,,1.33831,,30.76076,20.92473,16.84259,0.02607,,,,13.39854,45.23273,,0.03818,0.03478,36.89062,0.03211,16.84846,20.05398,0.04486
497.01,30.25374,24.90253,17.67178,20.05699,13.78649,10.12319,21.74335,,,1.30728,,30.76449,20.77253,16.69909,0.02609,,,,13.30392,45.15458,,0.03754,0.03496,36.89011,0.03217,16.79865,20.05699,0.04506
498.01,30.26024,24.91229,17.6523,20.05992,13.69467,10.11253,21.75504,,,1.2768,,30.76822,20.62077,16.55593,0.02613,,,,13.20919,45.07662,,0.03695,0.03513,36.88927,0.03225,16.74864,20.05992,0.04525
499.01,30.26672,24.92206,17.63255,20.06276,13.60263,10.10423,21.76671,,,1.24688,,30.77195,20.46945,16.4131,0.02619,,,,13.11438,44.99886,,0.03642,0.03531,36.88811,0.03234,16.69843,20.06276,0.04544
500.01,30.27321,24.93183,17.61253,20.06551,13.51039,10.09812,21.77836,,,1.21751,,30.77567,20.31858,16.27062,0.02627,,,,13.01948,44.92131,,0.03593,0.03549,36.88662,0.03244,16.64802,20.06551,0.04562
