time,Muttonpulao_02_small peptides absorbed,Cholebhature_01_small peptides absorbed,Curdrice_01_small peptides absorbed,Lemonrice_01_small peptides absorbed,Pasta_01_small peptides absorbed,Masaladosa_01_small peptides absorbed,Vegetable_Biryani_01_small peptides absorbed,Rice_01_small peptides absorbed,Paneer_01_small peptides absorbed,Milk_Chocolate_01_small peptides absorbed,Peanuts_01_small peptides absorbed,Curd_01_small peptides absorbed,Bread_Meal_01_small peptides absorbed,Chickensandwich_01_small peptides absorbed,Apple_Pineapplesalad_01_small peptides absorbed,Spinach_01_small peptides absorbed,Bread_Meal_02_small peptides absorbed,Orange_01_small peptides absorbed,Omelette_01_small peptides absorbed
16.01,0.00063,0.00061,0.00048,0.00039,0.00018,0.00058,0.00054,0.00013,0.00079,0.00055,0.00066,0.00056,0.00018,0.00087,0.00065,0.00035,0.00018,9e-05,0.00087
17.01,0.00066,0.00063,0.00052,0.00041,0.0002,0.0006,0.00056,0.00014,0.00081,0.00058,0.00071,0.00056,0.00019,0.0009,0.00068,0.00036,0.00019,0.0001,0.00089
18.01,0.00069,0.00064,0.00056,0.00043,0.00021,0.00061,0.00058,0.00015,0.00082,0.0006,0.00075,0.00056,0.00021,0.00093,0.00072,0.00037,0.00021,0.0001,0.00091
19.01,0.00073,0.00066,0.00058,0.00045,0.00023,0.00063,0.00059,0.00016,0.00084,0.00063,0.00079,0.00056,0.00022,0.00096,0.00076,0.00037,0.00022,0.00011,0.00093
20.01,0.00076,0.00068,0.0006,0.00048,0.00025,0.00064,0.00061,0.00017,0.00086,0.00064,0.00082,0.00057,0.00024,0.00099,0.00079,0.00038,0.00024,0.00011,0.00095
21.01,0.0008,0.00071,0.00062,0.00052,0.00027,0.00065,0.00064,0.00019,0.00089,0.00066,0.00086,0.00058,0.00026,0.00102,0.00082,0.00038,0.00026,0.00011,0.00097
22.01,0.00084,0.00074,0.00064,0.00056,0.00029,0.00067,0.00066,0.0002,0.00091,0.00068,0.00089,0.00059,0.00028,0.00105,0.00085,0.00039,0.00028,0.00012,0.00098
23.01,0.00088,0.00077,0.00065,0.0006,0.00031,0.00068,0.00068,0.00022,0.00093,0.00069,0.00092,0.00059,0.0003,0.00108,0.00087,0.00039,0.0003,0.00012,0.001
24.01,0.00092,0.0008,0.00066,0.00064,0.00033,0.00069,0.0007,0.00023,0.00094,0.0007,0.00095,0.0006,0.00032,0.0011,0.0009,0.00039,0.00032,0.00012,0.00101
25.01,0.00095,0.00082,0.00067,0.00067,0.00034,0.0007,0.00071,0.00024,0.00095,0.0007,0.00098,0.00061,0.00034,0.00113,0.00092,0.0004,0.00034,0.00013,0.00102
26.01,0.00097,0.00083,0.00067,0.00069,0.00036,0.0007,0.00072,0.00026,0.00096,0.0007,0.001,0.00061,0.00036,0.00115,0.00094,0.0004,0.00036,0.00013,0.00103
27.01,0.00098,0.00083,0.00068,0.00071,0.00037,0.00071,0.00072,0.00027,0.00096,0.00071,0.00102,0.00061,0.00038,0.00117,0.00096,0.0004,0.00038,0.00013,0.00104
28.01,0.00099,0.00083,0.00068,0.00073,0.00039,0.00072,0.00073,0.00028,0.00097,0.00071,0.00103,0.00061,0.00041,0.00119,0.00098,0.0004,0.0004,0.00013,0.00105
29.01,0.001,0.00084,0.00069,0.00075,0.0004,0.00072,0.00073,0.0003,0.00097,0.00071,0.00105,0.0006,0.00043,0.00121,0.00099,0.00039,0.00042,0.00013,0.00106
30.01,0.00101,0.00084,0.00069,0.00076,0.00042,0.00073,0.00074,0.00031,0.00098,0.00071,0.00106,0.0006,0.00045,0.00123,0.00101,0.00039,0.00044,0.00013,0.00107
31.01,0.00102,0.00085,0.0007,0.00078,0.00043,0.00074,0.00075,0.00032,0.00098,0.00071,0.00107,0.0006,0.00048,0.00124,0.00102,0.00039,0.00045,0.00013,0.00107
32.01,0.00103,0.00086,0.00071,0.0008,0.00045,0.00074,0.00076,0.00034,0.00099,0.00072,0.00109,0.0006,0.0005,0.00126,0.00103,0.00039,0.00047,0.00013,0.00108
33.01,0.00105,0.00087,0.00071,0.00081,0.00046,0.00075,0.00077,0.00035,0.00099,0.00072,0.0011,0.0006,0.00053,0.00127,0.00105,0.00039,0.00048,0.00013,0.00109
34.01,0.00107,0.00088,0.00072,0.00083,0.00047,0.00075,0.00078,0.00037,0.001,0.00072,0.00111,0.0006,0.00055,0.00129,0.00106,0.00038,0.0005,0.00013,0.0011
35.01,0.00108,0.00089,0.00072,0.00084,0.00048,0.00075,0.00079,0.00038,0.00101,0.00072,0.00112,0.0006,0.00057,0.0013,0.00107,0.00038,0.00051,0.00012,0.00111
36.01,0.0011,0.00091,0.00073,0.00086,0.00049,0.00076,0.0008,0.0004,0.00102,0.00072,0.00114,0.0006,0.00058,0.00132,0.00108,0.00038,0.00052,0.00012,0.00112
37.01,0.00112,0.00092,0.00073,0.00087,0.00049,0.00076,0.00081,0.00042,0.00103,0.00072,0.00115,0.0006,0.0006,0.00134,0.00109,0.00037,0.00053,0.00012,0.00113
38.01,0.00115,0.00094,0.00074,0.00089,0.0005,0.00076,0.00083,0.00044,0.00104,0.00072,0.00117,0.0006,0.00061,0.00135,0.0011,0.00037,0.00053,0.00012,0.00113
39.01,0.00118,0.00097,0.00074,0.0009,0.0005,0.00076,0.00084,0.00046,0.00105,0.00072,0.00119,0.00061,0.00061,0.00137,0.00111,0.00036,0.00054,0.00012,0.00114
40.01,0.00121,0.00099,0.00074,0.0009,0.0005,0.00076,0.00085,0.00048,0.00106,0.00072,0.00121,0.00061,0.00061,0.00139,0.00111,0.00036,0.00054,0.00012,0.00115
41.01,0.00123,0.00101,0.00075,0.00091,0.0005,0.00076,0.00086,0.00051,0.00107,0.00072,0.00123,0.00061,0.00061,0.00141,0.00112,0.00035,0.00055,0.00012,0.00115
42.01,0.00124,0.00102,0.00075,0.00091,0.0005,0.00076,0.00086,0.00053,0.00107,0.00072,0.00124,0.00062,0.0006,0.00142,0.00113,0.00035,0.00055,0.00012,0.00116
43.01,0.00124,0.00101,0.00075,0.00091,0.0005,0.00076,0.00086,0.00055,0.00107,0.00073,0.00124,0.00062,0.0006,0.00144,0.00114,0.00034,0.00055,0.00011,0.00116
44.01,0.00123,0.00101,0.00075,0.0009,0.0005,0.00076,0.00086,0.00057,0.00107,0.00073,0.00124,0.00061,0.00059,0.00145,0.00114,0.00034,0.00055,0.00011,0.00116
45.01,0.00123,0.001,0.00075,0.0009,0.0005,0.00076,0.00086,0.00059,0.00107,0.00073,0.00124,0.00061,0.00058,0.00146,0.00115,0.00033,0.00055,0.00011,0.00116
46.01,0.00123,0.001,0.00075,0.0009,0.0005,0.00076,0.00086,0.0006,0.00107,0.00073,0.00125,0.00061,0.00058,0.00147,0.00115,0.00033,0.00055,0.00011,0.00117
47.01,0.00123,0.001,0.00075,0.00089,0.00049,0.00076,0.00086,0.00062,0.00107,0.00073,0.00125,0.0006,0.00057,0.00148,0.00116,0.00032,0.00055,0.0001,0.00117
48.01,0.00123,0.001,0.00075,0.00089,0.00049,0.00075,0.00086,0.00063,0.00107,0.00073,0.00125,0.0006,0.00056,0.00149,0.00116,0.00032,0.00055,0.0001,0.00117
49.01,0.00124,0.00101,0.00075,0.00089,0.00049,0.00075,0.00087,0.00064,0.00107,0.00074,0.00125,0.0006,0.00056,0.0015,0.00117,0.00031,0.00055,0.0001,0.00117
50.01,0.00124,0.00101,0.00075,0.00089,0.00049,0.00075,0.00087,0.00065,0.00108,0.00074,0.00125,0.00059,0.00055,0.00151,0.00117,0.0003,0.00055,0.0001,0.00118
51.01,0.00125,0.00102,0.00075,0.00089,0.00049,0.00075,0.00087,0.00066,0.00108,0.00074,0.00126,0.00059,0.00055,0.00152,0.00117,0.0003,0.00055,9e-05,0.00118
52.01,0.00126,0.00103,0.00075,0.00089,0.00049,0.00075,0.00088,0.00067,0.00108,0.00074,0.00127,0.00059,0.00054,0.00153,0.00118,0.00029,0.00055,9e-05,0.00118
53.01,0.00127,0.00103,0.00075,0.00089,0.00049,0.00074,0.00088,0.00068,0.00109,0.00075,0.00128,0.00059,0.00054,0.00154,0.00118,0.00029,0.00055,9e-05,0.00118
54.01,0.00128,0.00104,0.00075,0.00089,0.00049,0.00074,0.00089,0.00069,0.0011,0.00075,0.00129,0.00059,0.00053,0.00155,0.00118,0.00028,0.00056,9e-05,0.00119
55.01,0.0013,0.00106,0.00075,0.00089,0.00049,0.00074,0.0009,0.0007,0.0011,0.00075,0.0013,0.00059,0.00053,0.00156,0.00118,0.00027,0.00056,9e-05,0.00119
56.01,0.00131,0.00107,0.00075,0.00089,0.00048,0.00074,0.0009,0.0007,0.00111,0.00076,0.00132,0.00059,0.00052,0.00157,0.00119,0.00027,0.00056,8e-05,0.00119
57.01,0.00133,0.00109,0.00074,0.00089,0.00048,0.00073,0.0009,0.00071,0.00111,0.00076,0.00134,0.00059,0.00052,0.00158,0.00119,0.00026,0.00056,8e-05,0.00119
58.01,0.00134,0.00109,0.00074,0.00088,0.00048,0.00073,0.0009,0.00071,0.00112,0.00076,0.00135,0.00059,0.00051,0.00159,0.00119,0.00026,0.00056,8e-05,0.00119
59.01,0.00134,0.00109,0.00074,0.00088,0.00048,0.00073,0.0009,0.00071,0.00112,0.00076,0.00135,0.00059,0.00051,0.0016,0.00119,0.00025,0.00056,8e-05,0.00119
60.01,0.00133,0.00108,0.00074,0.00087,0.00048,0.00073,0.0009,0.00072,0.00112,0.00076,0.00135,0.00059,0.0005,0.00161,0.00119,0.00024,0.00056,8e-05,0.00119
61.01,0.00132,0.00107,0.00074,0.00087,0.00048,0.00072,0.00089,0.00072,0.00112,0.00077,0.00135,0.00058,0.0005,0.00162,0.00119,0.00024,0.00056,7e-05,0.00119
62.01,0.00131,0.00107,0.00074,0.00086,0.00048,0.00072,0.00089,0.00072,0.00112,0.00077,0.00134,0.00058,0.0005,0.00162,0.00119,0.00023,0.00056,7e-05,0.00119
63.01,0.00131,0.00106,0.00074,0.00086,0.00048,0.00072,0.00088,0.00072,0.00111,0.00077,0.00134,0.00057,0.0005,0.00163,0.00119,0.00023,0.00057,7e-05,0.00119
64.01,0.0013,0.00106,0.00074,0.00085,0.00048,0.00071,0.00088,0.00072,0.00112,0.00077,0.00134,0.00057,0.00049,0.00163,0.00119,0.00022,0.00057,7e-05,0.00119
65.01,0.0013,0.00106,0.00074,0.00085,0.00048,0.00071,0.00088,0.00072,0.00112,0.00078,0.00134,0.00057,0.00049,0.00164,0.00119,0.00022,0.00057,7e-05,0.00119
66.01,0.0013,0.00106,0.00074,0.00084,0.00048,0.00071,0.00088,0.00072,0.00112,0.00078,0.00134,0.00056,0.00049,0.00164,0.00119,0.00021,0.00057,6e-05,0.00119
67.01,0.0013,0.00106,0.00074,0.00084,0.00048,0.00071,0.00088,0.00073,0.00112,0.00078,0.00134,0.00056,0.00049,0.00165,0.00119,0.00021,0.00057,6e-05,0.00119
68.01,0.0013,0.00106,0.00073,0.00083,0.00049,0.0007,0.00088,0.00073,0.00112,0.00079,0.00134,0.00055,0.00049,0.00165,0.00119,0.0002,0.00057,6e-05,0.00119
69.01,0.00131,0.00106,0.00073,0.00083,0.00049,0.0007,0.00088,0.00073,0.00113,0.00079,0.00134,0.00055,0.00049,0.00166,0.00119,0.00019,0.00057,6e-05,0.00119
70.01,0.00131,0.00107,0.00073,0.00083,0.00049,0.0007,0.00088,0.00073,0.00113,0.00079,0.00135,0.00055,0.00049,0.00166,0.00119,0.00019,0.00058,6e-05,0.00119
71.01,0.00132,0.00108,0.00073,0.00083,0.00049,0.0007,0.00088,0.00073,0.00114,0.0008,0.00135,0.00054,0.00049,0.00167,0.00119,0.00018,0.00058,6e-05,0.00119
72.01,0.00133,0.00108,0.00073,0.00082,0.00049,0.0007,0.00089,0.00073,0.00114,0.0008,0.00136,0.00054,0.00049,0.00168,0.00118,0.00018,0.00058,5e-05,0.00119
73.01,0.00134,0.00109,0.00073,0.00082,0.00049,0.00069,0.00089,0.00073,0.00115,0.0008,0.00137,0.00054,0.00049,0.00169,0.00118,0.00017,0.00058,5e-05,0.00119
74.01,0.00135,0.0011,0.00073,0.00082,0.00049,0.00069,0.00089,0.00073,0.00115,0.0008,0.00138,0.00054,0.00049,0.0017,0.00118,0.00017,0.00058,5e-05,0.00119
75.01,0.00135,0.0011,0.00073,0.00082,0.00049,0.00069,0.00089,0.00073,0.00116,0.00081,0.00138,0.00053,0.00049,0.0017,0.00118,0.00017,0.00058,5e-05,0.00119
76.01,0.00134,0.00109,0.00073,0.00081,0.00049,0.00069,0.00088,0.00072,0.00116,0.00081,0.00137,0.00053,0.00049,0.00171,0.00118,0.00016,0.00058,5e-05,0.00119
77.01,0.00133,0.00108,0.00073,0.00081,0.00049,0.00068,0.00088,0.00071,0.00116,0.00081,0.00137,0.00053,0.00049,0.00172,0.00118,0.00016,0.00058,5e-05,0.00119
78.01,0.00132,0.00107,0.00073,0.0008,0.00049,0.00068,0.00087,0.0007,0.00115,0.00081,0.00136,0.00052,0.00049,0.00172,0.00118,0.00015,0.00058,5e-05,0.00118
79.01,0.00131,0.00107,0.00073,0.0008,0.0005,0.00068,0.00087,0.00069,0.00115,0.00081,0.00135,0.00052,0.0005,0.00172,0.00117,0.00015,0.00058,4e-05,0.00118
80.01,0.0013,0.00106,0.00073,0.0008,0.0005,0.00068,0.00087,0.00069,0.00115,0.00082,0.00134,0.00051,0.0005,0.00173,0.00117,0.00014,0.00058,4e-05,0.00118
81.01,0.0013,0.00106,0.00073,0.0008,0.0005,0.00068,0.00087,0.00068,0.00116,0.00082,0.00133,0.00051,0.0005,0.00173,0.00117,0.00014,0.00058,4e-05,0.00118
82.01,0.00129,0.00106,0.00073,0.00079,0.0005,0.00067,0.00086,0.00067,0.00116,0.00082,0.00132,0.0005,0.0005,0.00173,0.00117,0.00014,0.00058,4e-05,0.00118
83.01,0.00129,0.00105,0.00073,0.00079,0.0005,0.00067,0.00086,0.00067,0.00116,0.00082,0.00131,0.00049,0.0005,0.00173,0.00117,0.00013,0.00058,4e-05,0.00118
84.01,0.00129,0.00105,0.00073,0.00079,0.0005,0.00067,0.00086,0.00066,0.00116,0.00083,0.00131,0.00049,0.0005,0.00173,0.00116,0.00013,0.00058,4e-05,0.00118
85.01,0.00129,0.00105,0.00073,0.00079,0.0005,0.00067,0.00086,0.00066,0.00116,0.00083,0.0013,0.00048,0.0005,0.00174,0.00116,0.00013,0.00058,4e-05,0.00118
86.01,0.00129,0.00106,0.00073,0.00079,0.0005,0.00067,0.00086,0.00066,0.00117,0.00083,0.0013,0.00048,0.0005,0.00174,0.00116,0.00012,0.00059,4e-05,0.00118
87.01,0.00129,0.00106,0.00072,0.00078,0.0005,0.00066,0.00087,0.00065,0.00117,0.00083,0.0013,0.00047,0.0005,0.00174,0.00116,0.00012,0.00059,4e-05,0.00118
88.01,0.0013,0.00106,0.00072,0.00078,0.0005,0.00066,0.00087,0.00065,0.00118,0.00084,0.0013,0.00047,0.0005,0.00175,0.00115,0.00012,0.00059,3e-05,0.00118
89.01,0.0013,0.00107,0.00072,0.00078,0.00051,0.00066,0.00087,0.00065,0.00118,0.00084,0.0013,0.00046,0.0005,0.00175,0.00115,0.00011,0.00059,3e-05,0.00118
90.01,0.00131,0.00107,0.00072,0.00078,0.00051,0.00066,0.00087,0.00065,0.00119,0.00084,0.0013,0.00046,0.0005,0.00176,0.00115,0.00011,0.00059,3e-05,0.00118
91.01,0.00131,0.00107,0.00072,0.00078,0.00051,0.00066,0.00087,0.00064,0.00119,0.00084,0.0013,0.00046,0.0005,0.00176,0.00115,0.00011,0.00059,3e-05,0.00118
92.01,0.00131,0.00107,0.00072,0.00078,0.00051,0.00065,0.00087,0.00064,0.0012,0.00084,0.0013,0.00045,0.0005,0.00177,0.00114,0.0001,0.00059,3e-05,0.00118
93.01,0.0013,0.00106,0.00072,0.00078,0.00051,0.00065,0.00086,0.00063,0.0012,0.00084,0.00129,0.00045,0.0005,0.00177,0.00114,0.0001,0.00059,3e-05,0.00118
94.01,0.00129,0.00106,0.00072,0.00078,0.00051,0.00065,0.00086,0.00062,0.0012,0.00084,0.00128,0.00044,0.0005,0.00177,0.00114,0.0001,0.00059,3e-05,0.00117
95.01,0.00128,0.00105,0.00072,0.00078,0.00051,0.00065,0.00086,0.00062,0.0012,0.00085,0.00127,0.00044,0.0005,0.00177,0.00113,9e-05,0.00059,3e-05,0.00117
96.01,0.00127,0.00104,0.00072,0.00078,0.00051,0.00065,0.00086,0.00061,0.0012,0.00085,0.00126,0.00043,0.0005,0.00177,0.00113,9e-05,0.00059,3e-05,0.00117
97.01,0.00126,0.00104,0.00072,0.00077,0.00051,0.00064,0.00086,0.00061,0.0012,0.00085,0.00125,0.00042,0.0005,0.00177,0.00113,9e-05,0.00059,3e-05,0.00117
98.01,0.00126,0.00104,0.00072,0.00077,0.00051,0.00064,0.00086,0.0006,0.0012,0.00085,0.00124,0.00042,0.0005,0.00177,0.00113,9e-05,0.00059,3e-05,0.00117
99.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00064,0.00086,0.0006,0.0012,0.00085,0.00123,0.00041,0.0005,0.00177,0.00112,8e-05,0.00059,3e-05,0.00117
100.01,0.00125,0.00103,0.00072,0.00077,0.00051,0.00064,0.00086,0.0006,0.00121,0.00085,0.00122,0.00041,0.0005,0.00177,0.00112,8e-05,0.0006,3e-05,0.00117
101.01,0.00125,0.00103,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00121,0.00086,0.00121,0.0004,0.00051,0.00177,0.00112,8e-05,0.0006,2e-05,0.00117
102.01,0.00125,0.00103,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00121,0.00086,0.00121,0.00039,0.00051,0.00177,0.00111,8e-05,0.0006,2e-05,0.00117
103.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00122,0.00086,0.0012,0.00039,0.00051,0.00177,0.00111,8e-05,0.0006,2e-05,0.00117
104.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00122,0.00086,0.0012,0.00038,0.00051,0.00177,0.00111,7e-05,0.0006,2e-05,0.00117
105.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00122,0.00086,0.0012,0.00038,0.00051,0.00177,0.0011,7e-05,0.0006,2e-05,0.00117
106.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00063,0.00086,0.00059,0.00123,0.00086,0.0012,0.00037,0.00051,0.00178,0.0011,7e-05,0.0006,2e-05,0.00117
107.01,0.00126,0.00105,0.00072,0.00077,0.00051,0.00062,0.00086,0.00059,0.00123,0.00086,0.0012,0.00037,0.00051,0.00178,0.0011,7e-05,0.0006,2e-05,0.00117
108.01,0.00126,0.00105,0.00072,0.00077,0.00051,0.00062,0.00086,0.00059,0.00124,0.00087,0.0012,0.00036,0.00051,0.00178,0.00109,6e-05,0.0006,2e-05,0.00117
109.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00062,0.00086,0.00058,0.00124,0.00087,0.0012,0.00036,0.00051,0.00179,0.00109,6e-05,0.00061,2e-05,0.00117
110.01,0.00125,0.00104,0.00072,0.00077,0.00051,0.00062,0.00086,0.00058,0.00124,0.00087,0.00119,0.00035,0.00051,0.00179,0.00108,6e-05,0.00061,2e-05,0.00117
111.01,0.00124,0.00103,0.00072,0.00077,0.00051,0.00061,0.00085,0.00057,0.00124,0.00087,0.00119,0.00035,0.00051,0.00179,0.00108,6e-05,0.00061,2e-05,0.00116
112.01,0.00123,0.00103,0.00072,0.00077,0.00051,0.00061,0.00085,0.00057,0.00124,0.00087,0.00118,0.00034,0.00051,0.00178,0.00108,6e-05,0.00061,2e-05,0.00116
113.01,0.00122,0.00103,0.00072,0.00077,0.00051,0.00061,0.00085,0.00056,0.00124,0.00087,0.00117,0.00033,0.00051,0.00178,0.00107,6e-05,0.00061,2e-05,0.00116
114.01,0.00122,0.00102,0.00072,0.00077,0.00051,0.00061,0.00085,0.00056,0.00124,0.00087,0.00116,0.00033,0.00051,0.00178,0.00107,5e-05,0.00061,2e-05,0.00116
115.01,0.00122,0.00102,0.00072,0.00077,0.00051,0.00061,0.00085,0.00055,0.00124,0.00087,0.00115,0.00032,0.00051,0.00178,0.00107,5e-05,0.00061,2e-05,0.00116
116.01,0.00121,0.00102,0.00072,0.00077,0.00051,0.00061,0.00085,0.00055,0.00124,0.00087,0.00114,0.00032,0.00051,0.00178,0.00106,5e-05,0.00061,2e-05,0.00116
117.01,0.00121,0.00102,0.00072,0.00077,0.00051,0.0006,0.00085,0.00055,0.00124,0.00088,0.00114,0.00031,0.00051,0.00178,0.00106,5e-05,0.00061,2e-05,0.00116
118.01,0.00121,0.00102,0.00072,0.00076,0.00051,0.0006,0.00085,0.00054,0.00125,0.00088,0.00113,0.0003,0.00051,0.00178,0.00105,5e-05,0.00061,2e-05,0.00116
119.01,0.00121,0.00102,0.00072,0.00076,0.00051,0.0006,0.00085,0.00054,0.00125,0.00088,0.00113,0.0003,0.00051,0.00177,0.00105,5e-05,0.00061,1e-05,0.00116
120.01,0.00121,0.00102,0.00072,0.00076,0.00051,0.0006,0.00085,0.00054,0.00125,0.00088,0.00113,0.00029,0.00051,0.00177,0.00105,5e-05,0.00061,1e-05,0.00116
121.01,0.00121,0.00102,0.00072,0.00076,0.00051,0.0006,0.00085,0.00054,0.00126,0.00088,0.00112,0.00029,0.00051,0.00177,0.00104,4e-05,0.00061,1e-05,0.00116
122.01,0.00121,0.00103,0.00072,0.00076,0.00051,0.0006,0.00085,0.00054,0.00126,0.00088,0.00112,0.00028,0.00051,0.00177,0.00104,4e-05,0.00061,1e-05,0.00116
123.01,0.00122,0.00103,0.00072,0.00076,0.00051,0.0006,0.00085,0.00053,0.00126,0.00088,0.00112,0.00028,0.00051,0.00177,0.00103,4e-05,0.00062,1e-05,0.00116
124.01,0.00122,0.00103,0.00072,0.00076,0.00051,0.00059,0.00085,0.00053,0.00126,0.00088,0.00112,0.00027,0.00051,0.00177,0.00103,4e-05,0.00062,1e-05,0.00116
125.01,0.00122,0.00103,0.00072,0.00076,0.00051,0.00059,0.00085,0.00053,0.00127,0.00088,0.00112,0.00027,0.00051,0.00178,0.00102,4e-05,0.00062,1e-05,0.00116
126.01,0.00122,0.00103,0.00072,0.00076,0.00051,0.00059,0.00085,0.00052,0.00127,0.00088,0.00112,0.00026,0.00051,0.00178,0.00102,4e-05,0.00062,1e-05,0.00116
127.01,0.00121,0.00102,0.00072,0.00076,0.00051,0.00059,0.00085,0.00051,0.00127,0.00088,0.00111,0.00026,0.00051,0.00178,0.00101,4e-05,0.00062,1e-05,0.00115
128.01,0.0012,0.00102,0.00072,0.00076,0.00051,0.00059,0.00085,0.00051,0.00127,0.00088,0.00111,0.00025,0.00051,0.00177,0.00101,4e-05,0.00062,1e-05,0.00115
129.01,0.0012,0.00102,0.00072,0.00076,0.00051,0.00059,0.00085,0.0005,0.00127,0.00088,0.0011,0.00024,0.00051,0.00177,0.00101,3e-05,0.00061,1e-05,0.00115
130.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00059,0.00085,0.0005,0.00127,0.00088,0.00109,0.00024,0.00051,0.00177,0.001,3e-05,0.00062,1e-05,0.00115
131.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00049,0.00127,0.00088,0.00108,0.00023,0.00051,0.00177,0.001,3e-05,0.00062,1e-05,0.00115
132.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00049,0.00127,0.00089,0.00107,0.00023,0.00051,0.00176,0.00099,3e-05,0.00062,1e-05,0.00115
133.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00048,0.00127,0.00089,0.00107,0.00022,0.00051,0.00176,0.00099,3e-05,0.00062,1e-05,0.00115
134.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00048,0.00127,0.00089,0.00106,0.00022,0.00051,0.00176,0.00098,3e-05,0.00062,1e-05,0.00115
135.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00048,0.00127,0.00089,0.00105,0.00021,0.00051,0.00175,0.00098,3e-05,0.00062,1e-05,0.00115
136.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00047,0.00127,0.00089,0.00105,0.00021,0.00051,0.00175,0.00097,3e-05,0.00062,1e-05,0.00115
137.01,0.00119,0.00101,0.00072,0.00076,0.00051,0.00058,0.00085,0.00047,0.00127,0.00089,0.00104,0.0002,0.00052,0.00175,0.00097,3e-05,0.00062,1e-05,0.00115
138.01,0.00119,0.00102,0.00072,0.00076,0.00051,0.00058,0.00085,0.00047,0.00128,0.00089,0.00104,0.0002,0.00052,0.00175,0.00096,3e-05,0.00062,1e-05,0.00115
139.01,0.00119,0.00102,0.00072,0.00076,0.00051,0.00058,0.00085,0.00046,0.00128,0.00089,0.00104,0.00019,0.00052,0.00175,0.00096,2e-05,0.00062,1e-05,0.00115
140.01,0.00119,0.00102,0.00071,0.00076,0.00051,0.00058,0.00085,0.00046,0.00128,0.00089,0.00104,0.00019,0.00052,0.00175,0.00096,2e-05,0.00062,1e-05,0.00115
141.01,0.0012,0.00102,0.00071,0.00076,0.00051,0.00058,0.00085,0.00046,0.00128,0.00089,0.00104,0.00018,0.00052,0.00175,0.00095,2e-05,0.00062,1e-05,0.00114
142.01,0.0012,0.00102,0.00071,0.00076,0.00051,0.00058,0.00085,0.00045,0.00128,0.00089,0.00103,0.00018,0.00052,0.00175,0.00095,2e-05,0.00062,1e-05,0.00114
143.01,0.00119,0.00102,0.00071,0.00076,0.00051,0.00058,0.00085,0.00045,0.00128,0.00089,0.00103,0.00018,0.00052,0.00174,0.00094,2e-05,0.00062,1e-05,0.00114
144.01,0.00119,0.00102,0.00071,0.00076,0.00051,0.00057,0.00085,0.00044,0.00128,0.00089,0.00102,0.00017,0.00052,0.00174,0.00094,2e-05,0.00062,1e-05,0.00114
145.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00044,0.00128,0.00089,0.00101,0.00017,0.00052,0.00174,0.00093,2e-05,0.00062,1e-05,0.00114
146.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00043,0.00128,0.00089,0.00101,0.00016,0.00052,0.00174,0.00093,2e-05,0.00062,1e-05,0.00114
147.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00043,0.00128,0.00089,0.001,0.00016,0.00052,0.00173,0.00092,2e-05,0.00062,1e-05,0.00114
148.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00043,0.00128,0.00089,0.00099,0.00015,0.00052,0.00173,0.00092,2e-05,0.00062,1e-05,0.00114
149.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00042,0.00128,0.00089,0.00098,0.00015,0.00052,0.00173,0.00091,2e-05,0.00062,1e-05,0.00114
150.01,0.00117,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00042,0.00128,0.00089,0.00098,0.00015,0.00052,0.00172,0.00091,2e-05,0.00062,1e-05,0.00113
151.01,0.00117,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00042,0.00128,0.00089,0.00097,0.00014,0.00052,0.00172,0.0009,2e-05,0.00062,1e-05,0.00113
152.01,0.00117,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00041,0.00128,0.00089,0.00096,0.00014,0.00052,0.00171,0.0009,1e-05,0.00062,0.0,0.00113
153.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00041,0.00128,0.00089,0.00096,0.00013,0.00052,0.00171,0.00089,1e-05,0.00062,0.0,0.00113
