time,Muttonpulao_02_small peptides absorbed,Cholebhature_01_small peptides absorbed,Curdrice_01_small peptides absorbed,Lemonrice_01_small peptides absorbed,Pasta_01_small peptides absorbed,Masaladosa_01_small peptides absorbed,Vegetable_Biryani_01_small peptides absorbed,Rice_01_small peptides absorbed,Paneer_01_small peptides absorbed,Milk_Chocolate_01_small peptides absorbed,Peanuts_01_small peptides absorbed,Curd_01_small peptides absorbed,Bread_Meal_01_small peptides absorbed,Chickensandwich_01_small peptides absorbed,Apple_Pineapplesalad_01_small peptides absorbed,Spinach_01_small peptides absorbed,Bread_Meal_02_small peptides absorbed,Orange_01_small peptides absorbed,Omelette_01_small peptides absorbed
295.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,0.0003,0.00124,0.00065,0.00067,0.0,0.00049,0.00144,0.00019,0.0,0.00064,0.0,0.00093
296.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,0.0003,0.00124,0.00065,0.00067,0.0,0.00048,0.00144,0.00019,0.0,0.00064,0.0,0.00093
297.01,0.00113,0.00095,0.00065,0.00071,0.00049,0.00043,0.00081,0.0003,0.00124,0.00065,0.00066,0.0,0.00048,0.00144,0.00018,0.0,0.00064,0.0,0.00093
298.01,0.00113,0.00095,0.00065,0.00071,0.00049,0.00043,0.00081,0.0003,0.00124,0.00064,0.00066,0.0,0.00048,0.00143,0.00018,0.0,0.00064,0.0,0.00093
299.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,0.0003,0.00124,0.00064,0.00066,0.0,0.00048,0.00143,0.00018,0.0,0.00064,0.0,0.00092
300.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,0.0003,0.00123,0.00064,0.00066,0.0,0.00048,0.00143,0.00017,0.0,0.00064,0.0,0.00092
301.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,0.0003,0.00123,0.00063,0.00066,0.0,0.00048,0.00143,0.00017,0.0,0.00064,0.0,0.00092
302.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,0.0003,0.00123,0.00063,0.00065,0.0,0.00048,0.00142,0.00016,0.0,0.00064,0.0,0.00092
303.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00063,0.00065,0.0,0.00048,0.00142,0.00016,0.0,0.00064,0.0,0.00092
304.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00063,0.00065,0.0,0.00048,0.00142,0.00016,0.0,0.00064,0.0,0.00092
305.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00062,0.00065,0.0,0.00048,0.00142,0.00015,0.0,0.00064,0.0,0.00091
306.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00062,0.00065,0.0,0.00048,0.00142,0.00015,0.0,0.00064,0.0,0.00091
307.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00062,0.00064,0.0,0.00048,0.00142,0.00015,0.0,0.00064,0.0,0.00091
308.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00061,0.00064,0.0,0.00047,0.00141,0.00014,0.0,0.00064,0.0,0.00091
309.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00061,0.00064,0.0,0.00047,0.00141,0.00014,0.0,0.00064,0.0,0.00091
310.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.00061,0.00064,0.0,0.00047,0.00141,0.00013,0.0,0.00064,0.0,0.00091
311.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,0.0003,0.00123,0.0006,0.00063,0.0,0.00047,0.00141,0.00013,0.0,0.00064,0.0,0.0009
312.01,0.00112,0.00095,0.00065,0.00071,0.00047,0.00041,0.00081,0.0003,0.00123,0.0006,0.00063,0.0,0.00047,0.00141,0.00013,0.0,0.00064,0.0,0.0009
313.01,0.00112,0.00095,0.00065,0.0007,0.00047,0.00041,0.0008,0.0003,0.00123,0.0006,0.00063,0.0,0.00047,0.00141,0.00012,0.0,0.00064,0.0,0.0009
314.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00123,0.00059,0.00063,0.0,0.00047,0.0014,0.00012,0.0,0.00064,0.0,0.0009
315.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00123,0.00059,0.00062,0.0,0.00047,0.0014,0.00012,0.0,0.00064,0.0,0.0009
316.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00059,0.00062,0.0,0.00047,0.0014,0.00011,0.0,0.00064,0.0,0.00089
317.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00058,0.00062,0.0,0.00047,0.0014,0.00011,0.0,0.00064,0.0,0.00089
318.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00058,0.00062,0.0,0.00046,0.0014,0.00011,0.0,0.00064,0.0,0.00089
319.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00058,0.00061,0.0,0.00046,0.0014,0.00011,0.0,0.00064,0.0,0.00089
320.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00057,0.00061,0.0,0.00046,0.00139,0.0001,0.0,0.00064,0.0,0.00089
321.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,0.0003,0.00122,0.00057,0.00061,0.0,0.00046,0.00139,0.0001,0.0,0.00064,0.0,0.00088
322.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.0004,0.0008,0.0003,0.00122,0.00057,0.0006,0.0,0.00046,0.00139,0.0001,0.0,0.00064,0.0,0.00088
323.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.0003,0.00122,0.00056,0.0006,0.0,0.00046,0.00139,9e-05,0.0,0.00064,0.0,0.00088
324.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.0003,0.00122,0.00056,0.0006,0.0,0.00046,0.00139,9e-05,0.0,0.00064,0.0,0.00088
325.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.0003,0.00122,0.00056,0.00059,0.0,0.00046,0.00139,9e-05,0.0,0.00064,0.0,0.00088
326.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.0003,0.00122,0.00055,0.00059,0.0,0.00046,0.00139,9e-05,0.0,0.00064,0.0,0.00088
327.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.00029,0.00122,0.00055,0.00059,0.0,0.00046,0.00138,8e-05,0.0,0.00064,0.0,0.00087
328.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,0.00029,0.00122,0.00055,0.00058,0.0,0.00045,0.00138,8e-05,0.0,0.00064,0.0,0.00087
329.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.0004,0.0008,0.00029,0.00122,0.00054,0.00058,0.0,0.00045,0.00138,8e-05,0.0,0.00064,0.0,0.00087
330.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.0004,0.0008,0.00029,0.00122,0.00054,0.00058,0.0,0.00045,0.00138,7e-05,0.0,0.00064,0.0,0.00087
331.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.00039,0.0008,0.00029,0.00122,0.00054,0.00057,0.0,0.00045,0.00138,7e-05,0.0,0.00064,0.0,0.00087
332.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,0.00029,0.00122,0.00053,0.00057,0.0,0.00045,0.00138,7e-05,0.0,0.00064,0.0,0.00086
333.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,0.00029,0.00121,0.00053,0.00057,0.0,0.00045,0.00138,7e-05,0.0,0.00064,0.0,0.00086
334.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,0.00029,0.00121,0.00053,0.00056,0.0,0.00045,0.00138,7e-05,0.0,0.00064,0.0,0.00086
335.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,0.00029,0.00121,0.00052,0.00056,0.0,0.00044,0.00138,6e-05,0.0,0.00064,0.0,0.00086
336.01,0.0011,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,0.00029,0.00121,0.00052,0.00056,0.0,0.00044,0.00138,6e-05,0.0,0.00064,0.0,0.00086
