time,Muttonpulao_02_CCK,Cholebhature_01_CCK,Curdrice_01_CCK,Lemonrice_01_CCK,Pasta_01_CCK,Masaladosa_01_CCK,Vegetable_Biryani_01_CCK,Rice_01_CCK,Paneer_01_CCK,Milk_Chocolate_01_CCK,Peanuts_01_CCK,Curd_01_CCK,Bread_Meal_01_CCK,Chickensandwich_01_CCK,Apple_Pineapplesalad_01_CCK,Spinach_01_CCK,Bread_Meal_02_CCK,Orange_01_CCK,Omelette_01_CCK
489.01,91.92625,83.20024,18.81597,36.67013,1.38903,22.1066,56.52359,0.03736,67.14888,1.53063,1.08238,0.00694,1.24923,52.14117,0.00436,0.00472,13.28172,0.0095,13.00803
490.01,91.76861,83.05175,18.73156,36.5702,1.36669,22.07962,56.40034,0.03569,67.02589,1.50879,1.06178,0.00698,1.2286,52.02774,0.0043,0.00472,13.21149,0.00913,12.9307
491.01,91.61164,82.90385,18.64723,36.47064,1.34457,22.04778,56.27758,0.03409,66.90338,1.48702,1.04136,0.00689,1.20816,51.91427,0.00425,0.00471,13.14158,0.00875,12.8536
492.01,91.45548,82.75667,18.5631,36.37136,1.32268,22.01125,56.1553,0.03257,66.78098,1.46532,1.02112,0.00673,1.18793,51.80093,0.00421,0.00471,13.07196,0.00838,12.7767
493.01,91.30002,82.61014,18.47923,36.2722,1.30103,21.97036,56.03332,0.03111,66.65854,1.44369,1.00106,0.00655,1.16791,51.68794,0.00416,0.00471,13.00262,0.00802,12.69989
494.01,91.14492,82.46386,18.39562,36.17308,1.27962,21.92539,55.91142,0.02972,66.53632,1.42213,0.98119,0.00635,1.14811,51.57542,0.00412,0.00471,12.93357,0.00769,12.62308
495.01,90.98982,82.31756,18.31221,36.07409,1.25844,21.8766,55.7896,0.02839,66.41458,1.40063,0.96148,0.00614,1.12853,51.46335,0.00409,0.00471,12.86483,0.00738,12.54624
496.01,90.83487,82.17145,18.22888,35.97536,1.23748,21.82414,55.66803,0.02712,66.29345,1.37919,0.94195,0.00595,1.10917,51.35146,0.00405,0.00471,12.7964,0.00711,12.46948
497.01,90.68037,82.02582,18.1456,35.87697,1.21673,21.76804,55.54683,0.02591,66.17289,1.35781,0.9226,0.00577,1.09002,51.23951,0.00402,0.00471,12.72829,0.00686,12.3929
498.01,90.52658,81.88089,18.06246,35.77891,1.1962,21.70846,55.42608,0.02477,66.05264,1.3365,0.90343,0.0056,1.07105,51.12754,0.004,0.00471,12.66047,0.00664,12.31654
499.01,90.37354,81.73668,17.97952,35.68105,1.17589,21.64574,55.3057,0.02367,65.93238,1.31526,0.88446,0.00545,1.05229,51.01578,0.00398,0.00471,12.59293,0.00643,12.24034
500.01,90.22103,81.59301,17.89686,35.58326,1.15581,21.58024,55.18547,0.02263,65.81213,1.2941,0.86567,0.00532,1.03373,50.9044,0.00396,0.00472,12.52566,0.00625,12.16418
